gene,geneid,pm_ld_aging,pm_pleio3_aging,pm_pleio5_aging,pm_pleio10_aging,pn_ld_aging,pn_pleio3_aging,pn_pleio5_aging,pn_pleio10_aging
CLN3,1201,5.78985542491223,High pleiotropy,5th,10,2.30492071123765,Intermediate pleiotropy,3rd,5
CLN5,1203,4.5589691734196,Intermediate pleiotropy,4th,7,4.1027719054862,High pleiotropy,5th,10
CLN6,54982,4.29707431799844,Intermediate pleiotropy,3rd,6,1.55450766618201,Low pleiotropy,1st,2
CLN8,2055,4.80720898049034,Intermediate pleiotropy,4th,8,4.10519858596823,High pleiotropy,5th,10
CLNK,116449,4.7016119762208,Intermediate pleiotropy,4th,8,2.42981699665146,Intermediate pleiotropy,3rd,6
CLNS1A,1207,5.18825035596225,High pleiotropy,5th,9,3.92669466928194,High pleiotropy,5th,10
CLOCK,9575,4.71064546172201,Intermediate pleiotropy,4th,8,2.3072129999832,Intermediate pleiotropy,3rd,5
CLP1,10978,3.37902833837524,Low pleiotropy,1st,1,1.52820561881956,Low pleiotropy,1st,2
CLPB,81570,4.33492577420935,Intermediate pleiotropy,3rd,6,2.40616581161969,Intermediate pleiotropy,3rd,6
CLPP,8192,3.66456019921767,Low pleiotropy,1st,2,2.41386311299873,Intermediate pleiotropy,3rd,6
CLPS,1208,4.3047536876184,Intermediate pleiotropy,3rd,6,2.47100072809211,Intermediate pleiotropy,4th,8
CLPSL1,340204,3.48138543662444,Low pleiotropy,1st,2,1.60247553942974,Intermediate pleiotropy,2nd,3
CLPSL2,389383,3.48138543662444,Low pleiotropy,1st,2,1.60247553942974,Intermediate pleiotropy,2nd,3
CLPTM1,1209,4.58680917316424,Intermediate pleiotropy,4th,8,2.47032172704792,Intermediate pleiotropy,4th,8
CLPTM1L,81037,7.80293080499124,High pleiotropy,5th,10,2.47802313647131,Intermediate pleiotropy,4th,8
CLPX,10845,3.09577629957474,Low pleiotropy,1st,1,0.800366277449862,Low pleiotropy,1st,1
CLRN1,7401,4.24703221624148,Intermediate pleiotropy,3rd,6,2.4741903310957,Intermediate pleiotropy,4th,8
CLRN2,645104,4.59743693039083,Intermediate pleiotropy,4th,8,3.30475308194882,High pleiotropy,5th,10
CLRN3,119467,4.00474861555611,Intermediate pleiotropy,2nd,4,2.48460304978801,Intermediate pleiotropy,4th,8
CLSPN,63967,3.45887176933759,Low pleiotropy,1st,2,0.783390664481721,Low pleiotropy,1st,1
CLSTN1,22883,3.88815920592587,Intermediate pleiotropy,2nd,3,1.63638744551299,Intermediate pleiotropy,2nd,4
CLSTN2,64084,5.20820854292365,High pleiotropy,5th,9,3.28208313265247,High pleiotropy,5th,9
CLTA,1211,3.79436280951335,Intermediate pleiotropy,2nd,3,1.62701406204044,Intermediate pleiotropy,2nd,4
CLTB,1212,3.60268925371317,Low pleiotropy,1st,2,0.808138110490624,Low pleiotropy,1st,1
CLTC,1213,5.05139356252674,High pleiotropy,5th,9,2.35966744452117,Intermediate pleiotropy,3rd,6
CLTCL1,8218,3.76553398410215,Intermediate pleiotropy,2nd,3,1.64484943000402,Intermediate pleiotropy,2nd,4
CLU,1191,3.82748478627631,Intermediate pleiotropy,2nd,3,2.4713792550355,Intermediate pleiotropy,4th,8
CLUAP1,23059,7.46331562550998,High pleiotropy,5th,10,2.42971312181583,Intermediate pleiotropy,3rd,6
CLUH,23277,4.9995537666803,High pleiotropy,5th,9,2.46168074919606,Intermediate pleiotropy,4th,7
CLUL1,27098,4.35894298193425,Intermediate pleiotropy,3rd,6,3.3260221881229,High pleiotropy,5th,10
CLVS1,157807,4.91480413979734,High pleiotropy,5th,9,2.39979775601859,Intermediate pleiotropy,3rd,6
CLVS2,134829,4.50106354685847,Intermediate pleiotropy,4th,7,2.45802576345432,Intermediate pleiotropy,4th,7
CLYBL,171425,5.06431167774764,High pleiotropy,5th,9,2.49086664369,High pleiotropy,5th,9
CMA1,1215,3.78389182189004,Intermediate pleiotropy,2nd,3,1.56685996866951,Low pleiotropy,1st,2
CMAS,55907,3.89886968085714,Intermediate pleiotropy,2nd,3,1.65144988354246,Intermediate pleiotropy,3rd,5
CMBL,134147,3.89489030482441,Intermediate pleiotropy,2nd,3,1.63575069863923,Intermediate pleiotropy,2nd,4
CMC1,152100,3.92657457016608,Intermediate pleiotropy,2nd,4,2.41894006894795,Intermediate pleiotropy,3rd,6
CMC2,56942,4.35425741015204,Intermediate pleiotropy,3rd,6,2.45550635854275,Intermediate pleiotropy,4th,7
CMIP,80790,5.21543230391878,High pleiotropy,5th,10,3.31019213266405,High pleiotropy,5th,10
CMKLR1,1240,4.68041937477843,Intermediate pleiotropy,4th,8,2.46535568829606,Intermediate pleiotropy,4th,7
CMPK1,51727,4.83159860529746,High pleiotropy,5th,9,2.43903896934666,Intermediate pleiotropy,4th,7
CMPK2,129607,3.87244007522007,Intermediate pleiotropy,2nd,3,1.65616591845264,Intermediate pleiotropy,3rd,5
CMSS1,84319,4.07877753639383,Intermediate pleiotropy,3rd,5,1.61479849874334,Intermediate pleiotropy,2nd,3
CMTM1,113540,5.55331795156845,High pleiotropy,5th,10,2.43119906014243,Intermediate pleiotropy,3rd,6
CMTM2,146225,5.55331795156845,High pleiotropy,5th,10,2.42073411060057,Intermediate pleiotropy,3rd,6
CMTM3,123920,4.85554010648591,High pleiotropy,5th,9,2.37924990505912,Intermediate pleiotropy,3rd,6
CMTM4,146223,4.40144832995418,Intermediate pleiotropy,4th,7,2.37924990505912,Intermediate pleiotropy,3rd,6
CMTM5,116173,4.47355660026308,Intermediate pleiotropy,4th,7,2.48581550973381,Intermediate pleiotropy,4th,8
CMTM6,54918,4.88841272152037,High pleiotropy,5th,9,1.60979020582105,Intermediate pleiotropy,2nd,3
CMTM7,112616,4.99209185296416,High pleiotropy,5th,9,3.28944768243941,High pleiotropy,5th,10
CMTM8,152189,4.41442147769214,Intermediate pleiotropy,4th,7,4.98087059806715,High pleiotropy,5th,10
CMTR1,23070,4.34167852022364,Intermediate pleiotropy,3rd,6,3.26298483448396,High pleiotropy,5th,9
CMTR2,55783,4.05575104295633,Intermediate pleiotropy,2nd,4,1.57814359276335,Low pleiotropy,1st,2
CMYA5,202333,6.48977120440842,High pleiotropy,5th,10,1.65674515270555,Intermediate pleiotropy,3rd,5
CNBD1,168975,4.77517136516506,Intermediate pleiotropy,4th,8,3.29341722700543,High pleiotropy,5th,10
CNBD2,140894,4.05938457919693,Intermediate pleiotropy,2nd,4,1.47180216993731,Low pleiotropy,1st,2
CNBP,7555,2.55077515720004,Low pleiotropy,1st,1,0.798039950622588,Low pleiotropy,1st,1
CNDP1,84735,4.76255520381691,Intermediate pleiotropy,4th,8,2.4870467493109,Intermediate pleiotropy,4th,8
CNDP2,55748,4.22751007329178,Intermediate pleiotropy,3rd,5,2.47267974450301,Intermediate pleiotropy,4th,8
CNEP1R1,255919,6.43752208229676,High pleiotropy,5th,10,2.41132786277324,Intermediate pleiotropy,3rd,6
CNFN,84518,2.47408990095994,Low pleiotropy,1st,1,0.712851435001959,Low pleiotropy,1st,1
CNGA1,1259,3.81864226205702,Intermediate pleiotropy,2nd,3,1.54808737973136,Low pleiotropy,1st,2
CNGA3,1261,3.87244358304232,Intermediate pleiotropy,2nd,3,2.40078133920792,Intermediate pleiotropy,3rd,6
CNGA4,1262,3.75443470140897,Intermediate pleiotropy,2nd,3,1.63782173985352,Intermediate pleiotropy,2nd,4
CNGB1,1258,4.63658697285837,Intermediate pleiotropy,4th,8,2.46116959110662,Intermediate pleiotropy,4th,7
CNGB3,54714,4.4545606848693,Intermediate pleiotropy,4th,7,1.63741856464405,Intermediate pleiotropy,2nd,4
CNIH1,10175,3.50643322999665,Low pleiotropy,1st,2,1.60188045986293,Intermediate pleiotropy,2nd,3
CNIH2,254263,5.36092492749487,High pleiotropy,5th,10,4.04658031431955,High pleiotropy,5th,10
CNIH3,149111,4.59582051058672,Intermediate pleiotropy,4th,8,1.64671037409315,Intermediate pleiotropy,2nd,4
CNIH4,29097,3.00231529133862,Low pleiotropy,1st,1,0.794114420817434,Low pleiotropy,1st,1
CNKSR1,10256,4.26468562324985,Intermediate pleiotropy,3rd,6,1.61202908999008,Intermediate pleiotropy,2nd,3
CNKSR3,154043,4.99203906835949,High pleiotropy,5th,9,1.6606466211081,Intermediate pleiotropy,3rd,5
CNN1,1264,4.83563679784213,High pleiotropy,5th,9,1.65350918748718,Intermediate pleiotropy,3rd,5
CNN2,1265,3.77067268755262,Intermediate pleiotropy,2nd,3,2.47243971734046,Intermediate pleiotropy,4th,8
CNN3,1266,3.79782866910352,Intermediate pleiotropy,2nd,3,2.45410962346482,Intermediate pleiotropy,4th,7
CNNM1,26507,3.35252862784075,Low pleiotropy,1st,1,1.64762998916336,Intermediate pleiotropy,2nd,4
CNNM2,54805,4.19411700363734,Intermediate pleiotropy,3rd,5,2.35068843330591,Intermediate pleiotropy,3rd,5
CNNM3,26505,3.50816770525788,Low pleiotropy,1st,2,1.52440274348134,Low pleiotropy,1st,2
CNNM4,26504,4.18992638955436,Intermediate pleiotropy,3rd,5,1.59778826082999,Intermediate pleiotropy,2nd,3
CNOT1,23019,4.28677777037738,Intermediate pleiotropy,3rd,6,2.41049803781518,Intermediate pleiotropy,3rd,6
CNOT10,25904,4.3281814499428,Intermediate pleiotropy,3rd,6,2.47364278747061,Intermediate pleiotropy,4th,8
CNOT11,55571,3.2526019566655,Low pleiotropy,1st,1,0.794753515145108,Low pleiotropy,1st,1
CNOT2,4848,4.04658924029078,Intermediate pleiotropy,2nd,4,2.45502865167155,Intermediate pleiotropy,4th,7
CNOT3,4849,3.68536687013125,Low pleiotropy,1st,2,0.829447123381213,Low pleiotropy,1st,2
CNOT4,4850,5.19877057548303,High pleiotropy,5th,9,3.27560533358096,High pleiotropy,5th,9
CNOT6,57472,3.90732171698847,Intermediate pleiotropy,2nd,3,0.800955488381896,Low pleiotropy,1st,1
CNOT6L,246175,4.54779363878511,Intermediate pleiotropy,4th,7,0.817796122750068,Low pleiotropy,1st,2
CNOT7,29883,3.46689445829749,Low pleiotropy,1st,2,1.61551271159621,Intermediate pleiotropy,2nd,3
CNOT8,9337,4.19794792377965,Intermediate pleiotropy,3rd,5,2.35867975328749,Intermediate pleiotropy,3rd,6
CNP,1267,3.39616508473104,Low pleiotropy,1st,1,1.57339762781578,Low pleiotropy,1st,2
CNPPD1,27013,4.07255724711513,Intermediate pleiotropy,3rd,5,2.42144069422823,Intermediate pleiotropy,3rd,6
CNPY1,285888,4.50708519108392,Intermediate pleiotropy,4th,7,0.828859086176136,Low pleiotropy,1st,2
CNPY2,10330,4.37889758195924,Intermediate pleiotropy,3rd,6,3.25890906762841,High pleiotropy,5th,9
CNPY3,10695,4.94932135252817,High pleiotropy,5th,9,3.26134807224348,High pleiotropy,5th,9
CNPY4,245812,3.77627919156473,Intermediate pleiotropy,2nd,3,1.60791693759889,Intermediate pleiotropy,2nd,3
CNR1,1268,4.87625325499593,High pleiotropy,5th,9,2.49290951545734,High pleiotropy,5th,9
CNR2,1269,4.75410197989726,Intermediate pleiotropy,4th,8,3.27531483615929,High pleiotropy,5th,9
CNRIP1,25927,5.35920520462623,High pleiotropy,5th,10,2.45696177996849,Intermediate pleiotropy,4th,7
CNST,163882,4.66358728955633,Intermediate pleiotropy,4th,8,2.46512094290481,Intermediate pleiotropy,4th,7
CNTD1,124817,3.26080384659326,Low pleiotropy,1st,1,1.62700467222479,Intermediate pleiotropy,2nd,4
CNTD2,79935,4.84567359593298,High pleiotropy,5th,9,3.26585694434589,High pleiotropy,5th,9
CNTF,1270,3.18950442917482,Low pleiotropy,1st,1,0.663882959524028,Low pleiotropy,1st,1
CNTFR,1271,5.6488937726028,High pleiotropy,5th,10,4.92972133790453,High pleiotropy,5th,10
CNTLN,54875,4.06622913199244,Intermediate pleiotropy,2nd,4,2.23642611411567,Intermediate pleiotropy,3rd,5
CNTN2,6900,4.39779380068523,Intermediate pleiotropy,4th,7,2.45880863933414,Intermediate pleiotropy,4th,7
CNTN3,5067,5.04324000284386,High pleiotropy,5th,9,3.27394803111875,High pleiotropy,5th,9
CNTN4,152330,4.69342357518361,Intermediate pleiotropy,4th,8,2.48905440926956,Intermediate pleiotropy,4th,8
CNTN5,53942,4.99579407400558,High pleiotropy,5th,9,3.30802895388369,High pleiotropy,5th,10
CNTN6,27255,5.04455939432025,High pleiotropy,5th,9,4.11708844003497,High pleiotropy,5th,10
CNTNAP1,8506,4.22527044866164,Intermediate pleiotropy,3rd,5,1.57700273016188,Low pleiotropy,1st,2
CNTNAP2,26047,5.12360993105034,High pleiotropy,5th,9,3.28911786516471,High pleiotropy,5th,10
CNTNAP3,79937,3.25903489726604,Low pleiotropy,1st,1,0.754093852790421,Low pleiotropy,1st,1
CNTNAP4,85445,4.77971706497812,Intermediate pleiotropy,4th,8,2.47547438838583,Intermediate pleiotropy,4th,8
CNTNAP5,129684,4.89566681534076,High pleiotropy,5th,9,2.4522592429183,Intermediate pleiotropy,4th,7
CNTRL,11064,3.94181887135893,Intermediate pleiotropy,2nd,4,1.5956286032305,Intermediate pleiotropy,2nd,3
CNTROB,116840,4.75112720973513,Intermediate pleiotropy,4th,8,2.45496996532374,Intermediate pleiotropy,4th,7
COA1,55744,4.2538197305985,Intermediate pleiotropy,3rd,6,1.60002597127207,Intermediate pleiotropy,2nd,3
COA4,51287,4.14039240539395,Intermediate pleiotropy,3rd,5,2.37056667303684,Intermediate pleiotropy,3rd,6
COA5,493753,3.42042942729001,Low pleiotropy,1st,1,0.745729874500234,Low pleiotropy,1st,1
COA6,388753,3.34071104211227,Low pleiotropy,1st,1,0.820498042203339,Low pleiotropy,1st,2
COA7,65260,3.90750259881651,Intermediate pleiotropy,2nd,4,1.56322317569559,Low pleiotropy,1st,2
COASY,80347,4.35682385623494,Intermediate pleiotropy,3rd,6,2.39393851105303,Intermediate pleiotropy,3rd,6
COBL,23242,4.88525870180854,High pleiotropy,5th,9,3.26159572863125,High pleiotropy,5th,9
COBLL1,22837,4.47952582648556,Intermediate pleiotropy,4th,7,3.25380276850527,High pleiotropy,5th,9
COCH,1690,3.46665764525278,Low pleiotropy,1st,2,0.814946313700311,Low pleiotropy,1st,2
COG1,9382,3.3537965192957,Low pleiotropy,1st,1,0.793907258009657,Low pleiotropy,1st,1
COG2,22796,4.98674667416455,High pleiotropy,5th,9,3.29072000245998,High pleiotropy,5th,10
COG3,83548,4.18019031995755,Intermediate pleiotropy,3rd,5,2.46055749249894,Intermediate pleiotropy,4th,7
COG4,25839,7.34468018529529,High pleiotropy,5th,10,2.35328471733312,Intermediate pleiotropy,3rd,5
COG5,10466,5.03005743859941,High pleiotropy,5th,9,3.13480798222746,High pleiotropy,5th,9
COG6,57511,4.21784903291215,Intermediate pleiotropy,3rd,5,1.59793380297256,Intermediate pleiotropy,2nd,3
COG7,91949,4.68405668597514,Intermediate pleiotropy,4th,8,2.4316667903345,Intermediate pleiotropy,3rd,6
COG8,84342,9.04832566745232,High pleiotropy,5th,10,2.44899804257038,Intermediate pleiotropy,4th,7
COIL,8161,4.09859593049643,Intermediate pleiotropy,3rd,5,1.64960830594811,Intermediate pleiotropy,3rd,5
COL10A1,1300,4.28966622719769,Intermediate pleiotropy,3rd,6,2.38629578797745,Intermediate pleiotropy,3rd,6
COL11A1,1301,4.70489747449715,Intermediate pleiotropy,4th,8,2.41170345539924,Intermediate pleiotropy,3rd,6
COL11A2,1302,5.92240489520158,High pleiotropy,5th,10,4.02779598811183,High pleiotropy,5th,10
COL12A1,1303,3.76633128468887,Intermediate pleiotropy,2nd,3,2.47410758334528,Intermediate pleiotropy,4th,8
COL13A1,1305,4.34053058814756,Intermediate pleiotropy,3rd,6,2.49553749011237,High pleiotropy,5th,9
COL14A1,7373,4.68434656117464,Intermediate pleiotropy,4th,8,2.47978255317872,Intermediate pleiotropy,4th,8
COL15A1,1306,4.9678492084055,High pleiotropy,5th,9,2.49289367014343,High pleiotropy,5th,9
COL17A1,1308,6.36780794315752,High pleiotropy,5th,10,3.28477448856313,High pleiotropy,5th,10
COL18A1,80781,4.51681620627792,Intermediate pleiotropy,4th,7,2.48664768214578,Intermediate pleiotropy,4th,8
COL19A1,1310,4.96535476774379,High pleiotropy,5th,9,3.31077899614217,High pleiotropy,5th,10
COL1A1,1277,3.33533880635579,Low pleiotropy,1st,1,1.65668529263078,Intermediate pleiotropy,3rd,5
COL1A2,1278,5.2212811341692,High pleiotropy,5th,10,2.47109403938513,Intermediate pleiotropy,4th,8
COL20A1,57642,4.79605963747295,Intermediate pleiotropy,4th,8,2.48303201625708,Intermediate pleiotropy,4th,8
COL21A1,81578,4.61992706817623,Intermediate pleiotropy,4th,8,0.766288289002306,Low pleiotropy,1st,1
COL22A1,169044,5.13262511612029,High pleiotropy,5th,9,2.481518495347,Intermediate pleiotropy,4th,8
COL23A1,91522,5.33119296393838,High pleiotropy,5th,10,2.49415073171356,High pleiotropy,5th,9
COL24A1,255631,4.67286052440758,Intermediate pleiotropy,4th,8,1.63060918770741,Intermediate pleiotropy,2nd,4
COL25A1,84570,5.1416016279558,High pleiotropy,5th,9,3.29232683466308,High pleiotropy,5th,10
COL26A1,136227,4.45042008349158,Intermediate pleiotropy,4th,7,2.47021902593925,Intermediate pleiotropy,4th,8
COL27A1,85301,6.25551206930475,High pleiotropy,5th,10,3.31949978742706,High pleiotropy,5th,10
COL28A1,340267,4.53788280654578,Intermediate pleiotropy,4th,7,1.50780154941224,Low pleiotropy,1st,2
COL2A1,1280,4.82156211615056,High pleiotropy,5th,9,4.05871958536449,High pleiotropy,5th,10
COL3A1,1281,3.82450098389438,Intermediate pleiotropy,2nd,3,1.47699180367434,Low pleiotropy,1st,2
COL4A1,1282,5.76431571768488,High pleiotropy,5th,10,3.32387778897384,High pleiotropy,5th,10
COL4A2,1284,5.08788401520329,High pleiotropy,5th,9,3.32714133677567,High pleiotropy,5th,10
COL4A3,1285,4.63328399724077,Intermediate pleiotropy,4th,8,1.64624851253587,Intermediate pleiotropy,2nd,4
COL4A3BP,10087,4.41088748577597,Intermediate pleiotropy,4th,7,0.802431450029371,Low pleiotropy,1st,1
COL4A4,1286,4.21756979835106,Intermediate pleiotropy,3rd,5,2.4618943675021,Intermediate pleiotropy,4th,7
COL5A1,1289,4.5247724651679,Intermediate pleiotropy,4th,7,2.47706126723067,Intermediate pleiotropy,4th,8
COL5A2,1290,3.85543036087642,Intermediate pleiotropy,2nd,3,1.47625235569191,Low pleiotropy,1st,2
COL5A3,50509,4.05083354346116,Intermediate pleiotropy,2nd,4,2.47858183050248,Intermediate pleiotropy,4th,8
COL6A1,1291,4.62585972531436,Intermediate pleiotropy,4th,8,2.4269108487078,Intermediate pleiotropy,3rd,6
COL6A2,1292,4.74565222662947,Intermediate pleiotropy,4th,8,1.6622023961886,Intermediate pleiotropy,3rd,5
COL6A3,1293,4.11093587886818,Intermediate pleiotropy,3rd,5,1.65597753527616,Intermediate pleiotropy,3rd,5
COL6A5,256076,4.34058793014461,Intermediate pleiotropy,3rd,6,3.26380820394377,High pleiotropy,5th,9
COL6A6,131873,5.40222273286586,High pleiotropy,5th,10,1.61207662593181,Intermediate pleiotropy,2nd,3
COL7A1,1294,4.98122985086689,High pleiotropy,5th,9,3.1988295059192,High pleiotropy,5th,9
COL8A1,1295,3.88988260988442,Intermediate pleiotropy,2nd,3,2.40020445240893,Intermediate pleiotropy,3rd,6
COL8A2,1296,3.40965377751189,Low pleiotropy,1st,1,1.62681863650222,Intermediate pleiotropy,2nd,4
COL9A1,1297,5.12618078970441,High pleiotropy,5th,9,2.47566629274317,Intermediate pleiotropy,4th,8
COL9A2,1298,3.88760843970252,Intermediate pleiotropy,2nd,3,2.47764871757227,Intermediate pleiotropy,4th,8
COL9A3,1299,4.51246022009987,Intermediate pleiotropy,4th,7,2.48067282507503,Intermediate pleiotropy,4th,8
COLCA1,399948,4.5402048250514,Intermediate pleiotropy,4th,7,2.45231323435829,Intermediate pleiotropy,4th,7
COLCA2,120376,4.5402048250514,Intermediate pleiotropy,4th,7,2.45231323435829,Intermediate pleiotropy,4th,7
COLEC10,10584,4.9042380366706,High pleiotropy,5th,9,0.816871812772027,Low pleiotropy,1st,2
COLEC11,78989,4.09251259964068,Intermediate pleiotropy,3rd,5,1.64787881927809,Intermediate pleiotropy,2nd,4
COLEC12,81035,5.16797395635674,High pleiotropy,5th,9,3.32016000883994,High pleiotropy,5th,10
COLGALT1,79709,3.49724954672298,Low pleiotropy,1st,2,0.819746270087866,Low pleiotropy,1st,2
COLGALT2,23127,4.02295953859555,Intermediate pleiotropy,2nd,4,1.65606439107093,Intermediate pleiotropy,3rd,5
COLQ,8292,4.25118480607081,Intermediate pleiotropy,3rd,6,2.4165192571007,Intermediate pleiotropy,3rd,6
COMMD1,150684,3.83832864022331,Intermediate pleiotropy,2nd,3,1.59402294475436,Intermediate pleiotropy,2nd,3
COMMD10,51397,5.07893877008018,High pleiotropy,5th,9,3.11289626054484,High pleiotropy,5th,9
COMMD2,51122,3.63918269384177,Low pleiotropy,1st,2,0.782967535913995,Low pleiotropy,1st,1
COMMD3,23412,2.97190479986792,Low pleiotropy,1st,1,0.799377999352705,Low pleiotropy,1st,1
COMMD3-BMI1,100532731,2.97190479986792,Low pleiotropy,1st,1,0.799377999352705,Low pleiotropy,1st,1
COMMD4,54939,3.16739840994602,Low pleiotropy,1st,1,0.682512940636993,Low pleiotropy,1st,1
COMMD5,28991,3.80983934491622,Intermediate pleiotropy,2nd,3,0.800386817671596,Low pleiotropy,1st,1
COMMD6,170622,4.78091596177676,Intermediate pleiotropy,4th,8,2.43447904012165,Intermediate pleiotropy,3rd,6
COMMD7,149951,4.74343967413109,Intermediate pleiotropy,4th,8,2.38140662834122,Intermediate pleiotropy,3rd,6
COMMD8,54951,4.14852270349992,Intermediate pleiotropy,3rd,5,0.800150311689913,Low pleiotropy,1st,1
COMMD9,29099,4.122591901897,Intermediate pleiotropy,3rd,5,2.45850347032551,Intermediate pleiotropy,4th,7
COMP,1311,4.05681139885263,Intermediate pleiotropy,2nd,4,2.46593257509505,Intermediate pleiotropy,4th,7
COMT,1312,4.72072169720362,Intermediate pleiotropy,4th,8,2.47064626255132,Intermediate pleiotropy,4th,8
COMTD1,118881,3.95958727235295,Intermediate pleiotropy,2nd,4,2.41812843675771,Intermediate pleiotropy,3rd,6
COPA,1314,3.89458322178707,Intermediate pleiotropy,2nd,3,0.823835534803416,Low pleiotropy,1st,2
COPB1,1315,4.14886230860099,Intermediate pleiotropy,3rd,5,2.36763294250971,Intermediate pleiotropy,3rd,6
COPB2,9276,3.9039510436228,Intermediate pleiotropy,2nd,3,1.59873780593759,Intermediate pleiotropy,2nd,3
COPE,11316,4.41993634544695,Intermediate pleiotropy,4th,7,3.31113874345426,High pleiotropy,5th,10
COPG1,22820,3.88429494662786,Intermediate pleiotropy,2nd,3,1.63611924890349,Intermediate pleiotropy,2nd,4
COPG2,26958,5.3824305024669,High pleiotropy,5th,10,3.32336017538614,High pleiotropy,5th,10
COPRS,55352,4.29277575780871,Intermediate pleiotropy,3rd,6,2.29985666628494,Intermediate pleiotropy,3rd,5
COPS2,9318,4.60471325849433,Intermediate pleiotropy,4th,8,1.62448996222104,Intermediate pleiotropy,2nd,3
COPS3,8533,4.22748351959597,Intermediate pleiotropy,3rd,5,2.43792451560171,Intermediate pleiotropy,4th,7
COPS4,51138,4.34994074999536,Intermediate pleiotropy,3rd,6,1.56654188866437,Low pleiotropy,1st,2
COPS5,10987,4.06487632700742,Intermediate pleiotropy,2nd,4,1.4639135510644,Low pleiotropy,1st,2
COPS6,10980,4.6331228578577,Intermediate pleiotropy,4th,8,2.41822761668552,Intermediate pleiotropy,3rd,6
