diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		COXFA4L2	cytochrome c oxidase hypoxia associated subunit FA4L2	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06459310
EFO_0022597	aging	CHEMBL395429	OXYTOCIN	Protein	Oxytocin receptor agonist		OXTR	oxytocin receptor	2	Withdrawn	https://clinicaltrials.gov/study/NCT02409862
EFO_0022597	aging	CHEMBL413	SIROLIMUS	Small molecule	FK506-binding protein 1A inhibitor		FKBP1A	FKBP prolyl isomerase 1A	2	Recruiting	https://clinicaltrials.gov/study/NCT04742777,https://clinicaltrials.gov/study/NCT05237687
EFO_0022597	aging	CHEMBL1200969	DUTASTERIDE	Small molecule	Steroid 5-alpha-reductase inhibitor		SRD5A1	steroid 5 alpha-reductase 1	1	Completed	https://clinicaltrials.gov/study/NCT00309855
EFO_0022597	aging	CHEMBL1200969	DUTASTERIDE	Small molecule	Steroid 5-alpha-reductase inhibitor		SRD5A2	steroid 5 alpha-reductase 2	1	Completed	https://clinicaltrials.gov/study/NCT00309855
EFO_0022597	aging	CHEMBL136478	SODIUM NITROPRUSSIDE	Small molecule	Soluble guanylate cyclase activator		GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	1	Completed	https://clinicaltrials.gov/study/NCT00945256
EFO_0022597	aging	CHEMBL136478	SODIUM NITROPRUSSIDE	Small molecule	Soluble guanylate cyclase activator		GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)	1	Completed	https://clinicaltrials.gov/study/NCT00945256
EFO_0022597	aging	CHEMBL13817	IBUTAMOREN	Small molecule	Ghrelin receptor agonist		GHSR	growth hormone secretagogue receptor	1	Completed	https://clinicaltrials.gov/study/NCT00474279
EFO_0022597	aging	CHEMBL139	DICLOFENAC	Small molecule	Cyclooxygenase inhibitor		PTGS1	prostaglandin-endoperoxide synthase 1	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1399	ANASTROZOLE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	1	Completed	https://clinicaltrials.gov/study/NCT00309855
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		FYN	FYN proto-oncogene, Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	Platelet-derived growth factor receptor beta inhibitor		PDGFRB	platelet derived growth factor receptor beta	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		BLK	BLK proto-oncogene, Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		LCK	LCK proto-oncogene, Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	Bcr/Abl fusion protein		BCR	BCR activator of RhoGEF and GTPase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		SRC	SRC proto-oncogene, non-receptor tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		LYN	LYN proto-oncogene, Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor		GPD2	glycerol-3-phosphate dehydrogenase 2	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	1	Suspended	https://clinicaltrials.gov/study/NCT03713801
EFO_0022597	aging	CHEMBL1908360	EVEROLIMUS	Small molecule	FK506-binding protein 1A inhibitor		FKBP1A	FKBP prolyl isomerase 1A	1	Recruiting	https://clinicaltrials.gov/study/NCT05949658
EFO_0022597	aging	CHEMBL194378	PSILOCYBINE	Small molecule	Serotonin 2a (5-HT2a) receptor agonist		HTR2A	5-hydroxytryptamine receptor 2A	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT06367738
EFO_0022597	aging	CHEMBL2097081	NITROPRUSSIDE	Small molecule	Soluble guanylate cyclase activator		GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)	1	Completed	https://clinicaltrials.gov/study/NCT00945256
EFO_0022597	aging	CHEMBL267936	MECAMYLAMINE	Small molecule	Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator		CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	1	Completed	https://clinicaltrials.gov/study/NCT03408574
EFO_0022597	aging	CHEMBL267936	MECAMYLAMINE	Small molecule	Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator		CHRNB4	cholinergic receptor nicotinic beta 4 subunit	1	Completed	https://clinicaltrials.gov/study/NCT03408574
EFO_0022597	aging	CHEMBL3	NICOTINE	Small molecule	Neuronal acetylcholine receptor; alpha4/beta2 agonist		CHRNA4	cholinergic receptor nicotinic alpha 4 subunit	1	Completed	https://clinicaltrials.gov/study/NCT03408574
EFO_0022597	aging	CHEMBL3	NICOTINE	Small molecule	Neuronal acetylcholine receptor; alpha4/beta2 agonist		CHRNB2	cholinergic receptor nicotinic beta 2 subunit	1	Completed	https://clinicaltrials.gov/study/NCT03408574
EFO_0022597	aging	CHEMBL386630	TESTOSTERONE	Small molecule	Androgen Receptor agonist		AR	androgen receptor	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT02990533
EFO_0022597	aging	CHEMBL413	SIROLIMUS	Small molecule	FK506-binding protein 1A inhibitor		FKBP1A	FKBP prolyl isomerase 1A	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL413	SIROLIMUS	Small molecule	FK506-binding protein 1A inhibitor		FKBP1A	FKBP prolyl isomerase 1A	1	Recruiting	https://clinicaltrials.gov/study/NCT05949658
EFO_0022597	aging	CHEMBL1200969	DUTASTERIDE	Small molecule	Steroid 5-alpha-reductase inhibitor		SRD5A3	steroid 5 alpha-reductase 3	1	Completed	https://clinicaltrials.gov/study/NCT00309855
EFO_0022597	aging	CHEMBL139	DICLOFENAC	Small molecule	Cyclooxygenase inhibitor		PTGS2	prostaglandin-endoperoxide synthase 2	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		FGR	FGR proto-oncogene, Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	Tyrosine-protein kinase ABL inhibitor		ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		HCK	HCK proto-oncogene, Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		FRK	fyn related Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	Ephrin type-A receptor 2 inhibitor		EPHA2	EPH receptor A2	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		YES1	YES proto-oncogene 1, Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT05422885
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor		GPD2	glycerol-3-phosphate dehydrogenase 2	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	1	Completed	https://clinicaltrials.gov/study/NCT03072485
EFO_0022597	aging	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	1	Completed	https://clinicaltrials.gov/study/NCT03072485
