userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	qValue	size
1	28	subcompartment	89.2162236052515	2.27055807975805	1916	1	3	26	26	10	975	9057	10465	Subcompartment_B1	NA	NA	NA	NA	NA	compartment_B1.bed	1.88424811112367e-88	896
1	29	subcompartment	58.0147996054212	2.69551688478718	872	2	1	30	30	11	355	10101	11085	Subcompartment_B2	NA	NA	NA	NA	NA	compartment_B2.bed	1.9974266010131e-57	504
1	30	subcompartment	57.0166573787184	2.0619215413688	1466	3	4	29	29	12	796	9507	10644	Subcompartment_B3	NA	NA	NA	NA	NA	compartment_B3.bed	1.49167537197997e-56	685
1	27	subcompartment	36.2088751454725	1.45380915096693	3592	4	5	19	19	9.33	2869	7381	8571	Subcompartment_A2	NA	NA	NA	NA	NA	compartment_A2.bed	7.66560681627317e-36	1249
1	31	subcompartment	15.3107399460808	2.36155996515378	268	5	2	31	31	12.7	120	10705	11320	Subcompartment_B4	NA	NA	NA	NA	NA	compartment_B4.bed	3.36828812345606e-15	25
1	24	McCole_3d_data	14.1494179861579	1.23585704404704	7014	6	7	9	9	7.33	6739	3959	4701	Rao_NHEK_Domain	NA	NA	NA	NA	NA	Rao_NHEK_Domain.bed	4.39515001868433e-14	4835
1	7	McCole_3d_data	6.22491278938136	1.24846680864701	10025	7	6	2	7	5	10232	948	1208	Dixon_hESC_Domain	NA	NA	NA	NA	NA	Dixon_hESC_Domain.bed	0.00000335804270576462	1301
1	18	McCole_3d_data	2.29009735501882	1.09192191738722	8956	8	8	4	8	6.67	9182	2017	2258	Rao_IMR90_Domain	NA	NA	NA	NA	NA	Rao_IMR90_Domain.bed	0.0187001639050785	3810
1	25	McCole_3d_data	1.69939354509644	1.07016496103133	2375	9	9	23	23	13.7	2347	8598	9093	Rao_NHEK_Loop_anchor	NA	NA	NA	NA	NA	Rao_NHEK_Loop_anchor.bed	0.0589900615985376	7435
1	6	McCole_3d_data	0.830210106738494	1.05040380933935	9974	10	10	3	10	7.67	10351	999	1089	Dixon_IMR90_Domain	NA	NA	NA	NA	NA	Dixon_IMR90_Domain.bed	0.366641460377365	1194
1	23	McCole_3d_data	0.495783110154583	1.01885240316881	1577	11	11	28	28	16.7	1618	9396	9822	Rao_KBM7_Loop_anchor	NA	NA	NA	NA	NA	Rao_KBM7_Loop_anchor.bed	0.733237748495865	4279
1	16	McCole_3d_data	0.217172362276559	0.993014718230914	6622	12	12	11	12	11.7	6923	4351	4517	Rao_HeLa_Domain	NA	NA	NA	NA	NA	Rao_HeLa_Domain.bed	1	3481
1	8	McCole_3d_data	0.0814671202230169	0.833494030668735	10927	13	25	1	25	13	11400	46	40	Human_pooled_domains	NA	NA	NA	NA	NA	Human_pooled_domains.bed	1	293
1	17	McCole_3d_data	0.0205278931695589	0.942796255793043	1850	14	13	27	27	18	2025	9123	9415	Rao_HeLa_Loop_anchor	NA	NA	NA	NA	NA	Rao_HeLa_Loop_anchor.bed	1	5020
1	20	McCole_3d_data	0.00431026164389082	0.929734697011128	8312	15	14	6	15	11.7	8816	2661	2624	Rao_K562_Domain	NA	NA	NA	NA	NA	Rao_K562_Domain.bed	1	3167
1	15	McCole_3d_data	0.00282545984012045	0.921738416504974	2192	16	16	25	25	19	2438	8781	9002	Rao_HUVEC_Loop_anchor	NA	NA	NA	NA	NA	Rao_HUVEC_Loop_anchor.bed	1	6161
1	14	McCole_3d_data	0.000759678823721726	0.923468845543469	6585	17	15	12	17	14.7	7082	4388	4358	Rao_HUVEC_Domain	NA	NA	NA	NA	NA	Rao_HUVEC_Domain.bed	1	3385
1	11	McCole_3d_data	0.000331447477983579	0.91153028969809	3112	18	17	20	20	18.3	3464	7861	7976	Rao_GM12878_Loop_anchor	NA	NA	NA	NA	NA	Rao_GM12878_Loop_anchor.bed	1	12903
1	12	McCole_3d_data	0.0000923735949636962	0.910368125274325	5591	19	18	17	19	18	6097	5382	5343	Rao_HMEC_Domain	NA	NA	NA	NA	NA	Rao_HMEC_Domain.bed	1	3567
1	21	McCole_3d_data	0.00000893168391199992	0.882263123300599	2671	20	19	22	22	20.3	3057	8302	8383	Rao_K562_Loop_anchor	NA	NA	NA	NA	NA	Rao_K562_Loop_anchor.bed	1	8436
1	9	McCole_3d_data	0.000000399470339902262	0.880368240908733	5668	21	20	16	21	19	6272	5305	5168	Pooled_loop_anchors	NA	NA	NA	NA	NA	Pooled_loop_anchors.bed	1	18331
1	22	McCole_3d_data	0.000000339272649500773	0.86829646072557	7645	22	21	8	22	17	8302	3328	3138	Rao_KBM7_Domain	NA	NA	NA	NA	NA	Rao_KBM7_Domain.bed	1	3269
1	3	ATAC_peaks	0.0000000101958847132291	0.860280036511204	6674	23	22	10	23	18.3	7361	4299	4079	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	1	68236
1	13	McCole_3d_data	2.13599749419436e-09	0.831323451934561	2237	24	26	24	26	24.7	2694	8736	8746	Rao_HMEC_Loop_anchor	NA	NA	NA	NA	NA	Rao_HMEC_Loop_anchor.bed	1	8202
1	19	McCole_3d_data	1.61960066400239e-09	0.842859476862148	2927	25	23	21	25	23	3449	8046	7991	Rao_IMR90_Loop_anchor	NA	NA	NA	NA	NA	Rao_IMR90_Loop_anchor.bed	1	11459
1	5	ATAC_peaks	6.36656804937615e-10	0.829947658901477	8198	26	27	7	27	20	8931	2775	2509	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	1	127090
1	1	ATAC_peaks	2.11133712842175e-11	0.837320256494725	6537	27	24	13	27	21.3	7295	4436	4145	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	1	85631
1	10	McCole_3d_data	0	0.681476027692511	8711	28	28	5	28	20.3	9720	2262	1720	Rao_GM12878_Domain	NA	NA	NA	NA	NA	Rao_GM12878_Domain.bed	1	4533
1	2	ATAC_peaks	0	0.647680514375334	6369	28	30	14	30	24	7792	4604	3648	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	1	48574
1	4	ATAC_peaks	0	0.679964845608969	6052	28	29	15	29	24	7367	4921	4073	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	1	47203
1	26	subcompartment	0	0.308027683138113	3672	28	31	18	31	25.7	7095	7301	4345	Subcompartment_A1	NA	NA	NA	NA	NA	compartment_A1.bed	1	490
