userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	qValue	size
1	3	ATAC_peaks	0.0000000158204061231743	0.789458531301504	2265	20	19	10	20	16.3	2954	1691	1741	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	1	68236
1	1	ATAC_peaks	6.8078606923072e-10	0.771435054868097	2224	22	21	12	22	18.3	2933	1732	1762	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	1	85631
1	5	ATAC_peaks	1.92865493310657e-16	0.673582028821811	2776	27	26	7	27	20	3650	1180	1045	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	1	127090
1	4	ATAC_peaks	0	0.556964336511532	2061	28	27	15	28	23.3	3105	1895	1590	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	1	47203
1	2	ATAC_peaks	0	0.486182864822754	2100	28	29	14	29	23.7	3284	1856	1411	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	1	48574
2	2	ATAC_peaks	57.5986223446288	2.05284975194242	3307	2	3	10	10	5	2077	1427	1840	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	3.90579417639116e-57	48574
2	4	ATAC_peaks	38.8212511685834	1.78509450843318	3125	3	5	11	11	6.33	2041	1609	1876	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	1.3367262632189e-38	47203
2	5	ATAC_peaks	14.335139750091	1.46717465460725	3674	6	6	5	6	5.67	2752	1060	1165	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	2.60530908702888e-14	127090
2	1	ATAC_peaks	8.10538514117943	1.28364389400734	2951	10	11	13	13	11.3	2206	1783	1711	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	0.0000000304009087390266	85631
2	3	ATAC_peaks	6.97400617650187	1.25843936163888	2974	12	13	12	13	12.3	2245	1760	1672	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	0.000000365689935518047	68236
