userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	qValue	size
1	3	ATAC_peaks	0	0.726216061925351	3575	22	20	10	22	17.3	4536	2557	2356	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	1	68236
1	5	ATAC_peaks	0	0.670215463463776	4439	22	25	7	25	18	5489	1693	1403	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	1	127090
1	1	ATAC_peaks	0	0.69691838275321	3496	22	23	13	23	19.3	4518	2636	2374	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	1	85631
1	4	ATAC_peaks	0	0.573808387868369	3292	22	27	15	27	21.3	4610	2840	2282	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	1	47203
1	2	ATAC_peaks	0	0.507161994922525	3394	22	29	14	29	21.7	4891	2738	2001	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	1	48574
2	2	ATAC_peaks	71.2790644010362	1.92958388928897	4975	2	3	9	9	4.67	3310	2075	2664	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	1.08694115731796e-70	48574
2	4	ATAC_peaks	47.9829362551158	1.69545644147898	4684	3	5	11	11	6.33	3218	2366	2756	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	1.2896902899235e-47	47203
2	1	ATAC_peaks	20.0150430909301	1.39863960654558	4595	6	9	13	13	9.33	3419	2455	2555	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	5.42775292316015e-20	85631
2	5	ATAC_peaks	19.97859037354	1.46622204621963	5599	7	7	6	7	6.67	4329	1451	1645	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	5.42775292316015e-20	127090
2	3	ATAC_peaks	16.1611765594686	1.35043383859371	4619	10	12	12	12	11.3	3492	2431	2482	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	2.85183156077305e-16	68236
