userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	qValue	size
1	3	ATAC_peaks	4.65770166345263e-14	0.722385841602276	2263	22	19	10	22	17	3036	1682	1630	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	1	68236
1	1	ATAC_peaks	2.12152042641724e-15	0.710534744688642	2217	23	21	12	23	18.7	3003	1728	1663	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	1	85631
1	5	ATAC_peaks	4.82163733276644e-17	0.663326614213216	2812	25	24	7	25	18.7	3682	1133	984	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	1	127090
1	4	ATAC_peaks	0	0.534362663643748	2090	26	27	15	27	22.7	3165	1855	1501	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	1	47203
1	2	ATAC_peaks	0	0.470897567842875	2128	26	29	14	29	23	3328	1817	1338	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	1	48574
2	2	ATAC_peaks	61.3428081297358	2.11562916827953	3355	2	3	10	10	5	2101	1357	1798	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	7.03920427483165e-61	48574
2	4	ATAC_peaks	43.4603086006526	1.85763598261854	3189	3	5	11	11	6.33	2066	1523	1833	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	4.29648286903001e-43	47203
2	5	ATAC_peaks	14.9514790485281	1.4903003729817	3712	7	8	5	8	6.67	2782	1000	1117	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	5.77738613611648e-15	127090
2	1	ATAC_peaks	13.4583643874308	1.39467597398523	3026	9	11	13	13	11	2194	1686	1705	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	1.54134290052757e-13	85631
2	3	ATAC_peaks	12.095519256564	1.37050593668182	3059	10	13	12	13	11.7	2240	1653	1659	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	3.31727269421524e-12	68236
