gene,pn_ld_corrected,pn_ld_class5_corrected,pm_ld_corrected,pm_ld_class5_corrected,pn_ld_mafbin1,pn_ld_class5_mafbin1,pm_ld_mafbin1,pm_ld_class5_mafbin1,pn_ld_mafbin2,pn_ld_class5_mafbin2,pm_ld_mafbin2,pm_ld_class5_mafbin2,pn_ld_mafbin3,pn_ld_class5_mafbin3,pm_ld_mafbin3,pm_ld_class5_mafbin3,pn_ld_pnadjust,pn_ld_class5_pnadjust,pm_ld_pnadjust,pm_ld_class5_pnadjust,pn_ld_polygenicity,pn_ld_class5_polygenicity,pm_ld_polygenicity,pm_ld_class5_polygenicity,pn_ld_traitcut,pn_ld_class5_traitcut,pm_ld_traitcut,pm_ld_class5_traitcut,pn_ld_repro,pn_ld_class5_repro,pm_ld_repro,pm_ld_class5_repro,pn_ld_raw,pn_ld_class5_raw,pm_ld_raw,pm_ld_class5_raw,gene_age_num
A1BG,33.7733289809211,2nd,12.7054618095693,2nd,6.27992795620952,2nd,5.36439278123179,1st,,,,,6.88278531231084,1st,5.74770003357145,2nd,0.730196333672295,3rd,5.84363425338926,1st,4.3010752688172,1st,5.1207044222636,1st,12.1008995753383,2nd,9.59681089313334,2nd,,,,,6.88278531231084,1st,5.74770003357145,1st,382
A1CF,39.9857890219103,3rd,13.6039214444522,3rd,9.38016783804776,5th,5.92423001415674,5th,10.5427132315275,5th,6.35161375471605,4th,9.48044982514235,3rd,6.23495889689281,3rd,0.987487620714515,4th,6.46252198217012,3rd,6.98924731182796,4th,5.47365560651707,3rd,16.5345084055377,4th,10.5893336163032,3rd,27.0445630452165,4th,42.579491619855,3rd,10.5427132315275,4th,6.35161375471605,4th,544
A3GALT2,17.1368969511546,1st,8.64439241366936,1st,,,,,10.1844804299835,4th,6.38264074098676,4th,12.5453083455079,5th,7.14861091693412,5th,1.71185146746383,5th,7.3007471510856,5th,8.60215053763441,5th,5.62547348078387,5th,17.4142917892329,5th,13.5742985025723,5th,37.2525285823999,5th,76.9168099317217,5th,12.5453083455079,5th,7.14861091693412,5th,132
A4GALT,57.3274542283472,4th,18.4381333564422,4th,8.64978865433287,5th,6.03374199254964,5th,7.39981636666435,2nd,6.0253784787285,3rd,9.12220967121162,3rd,7.74365773114112,5th,1.765519420351,5th,7.8271090960074,5th,6.45161290322581,3rd,5.6673861522277,5th,13.7531437457329,3rd,15.124284273433,5th,16.0581754696521,2nd,44.9110314371836,4th,9.12220967121162,3rd,7.74365773114112,5th,424
A4GNT,6.4615073801683,1st,5.6376358930068,1st,,,,,,,,,9.17078278113092,3rd,5.73354716400646,2nd,0.398494979274844,2nd,5.77903249114818,1st,5.91397849462366,2nd,5.07294771579304,1st,11.7242712129744,2nd,9.04817961868093,1st,21.6867168326043,3rd,36.1286753905197,2nd,9.17078278113092,3rd,5.73354716400646,1st,544
AAAS,62.5533401887688,5th,22.8329872117524,5th,6.96358417431058,3rd,5.7655759899285,4th,,,,,9.00014896944902,3rd,6.07290486463383,3rd,0.751333921129215,3rd,6.17958934823848,3rd,5.64516129032258,2nd,5.34311338311651,3rd,12.2029110192477,2nd,10.4065417697589,3rd,15.1416355369083,1st,30.9673193811783,1st,9.00014896944902,3rd,6.07290486463383,3rd,1064
AACS,54.0158063131547,4th,20.1118538926971,4th,5.51042375031025,1st,5.58673889368165,3rd,7.41246453758678,2nd,5.71027259028733,2nd,7.85823927373863,2nd,5.8523985092112,2nd,0.708386146269234,3rd,5.98269431001549,2nd,5.37634408602151,2nd,5.21900235937207,2nd,11.3397070458634,2nd,9.9857225665393,2nd,32.2629465483235,5th,49.5875780552168,4th,7.85823927373863,1st,5.8523985092112,2nd,1292
AADAC,9.50981620605748,1st,6.20085525949663,1st,,,,,7.38390232381855,2nd,5.56244721955961,1st,3.67777590496078,1st,5.13799705381922,1st,0.137705580782537,1st,5.64662703435283,1st,4.83870967741936,1st,4.97195010996721,1st,8.40358527374794,1st,8.68438102002895,1st,4.62830013575875,1st,21.4320761879423,1st,7.38390232381855,1st,5.56244721955961,1st,950
AADACL2,57.423194999302,4th,22.8877441402235,5th,6.07635391265365,2nd,5.3400812728614,1st,7.73732416337358,2nd,5.35690716153154,1st,6.96617636404236,1st,5.48058922284231,1st,0.421028063687465,2nd,5.63064084089822,1st,5.37634408602151,2nd,4.95950398449324,1st,8.91324862775046,1st,8.87532836254654,1st,20.9501777170116,3rd,30.6722901212427,1st,7.73732416337358,1st,5.48058922284231,1st,332
AADACL3,31.8061119825071,2nd,10.8539028308132,2nd,4.91221160292631,1st,5.36380533257822,1st,8.94999768372378,3rd,5.64719633301492,1st,5.13898707004499,1st,5.17498107118031,1st,0,1st,5.73045174284369,1st,5.37634408602151,2nd,5.03634404776397,1st,10.5996404821043,2nd,9.15606109387879,1st,16.1002412872997,2nd,27.7475742267791,1st,8.94999768372378,3rd,5.64719633301492,1st,332
AADACL4,37.7486089493716,2nd,13.0503804909917,2nd,8.53503076864545,5th,5.7208233901093,4th,6.09102680634422,1st,5.68894591028445,2nd,,,,,0.256585155720467,1st,5.80779754447314,1st,5.10752688172043,1st,5.09435433282147,1st,8.37281983836081,1st,8.83753129306023,1st,21.6234136942314,3rd,31.1523197210555,1st,8.53503076864545,2nd,5.7208233901093,1st,132
AADAT,90.410314818648,5th,73.3085990954329,5th,4.99103867003447,1st,5.13773374401506,1st,7.96514708963328,2nd,5.39598092807554,1st,9.25647199693445,3rd,6.09888566072927,3rd,0.383124788423535,2nd,6.18380983131902,3rd,5.91397849462366,2nd,5.34551122831642,3rd,13.6396228556002,3rd,10.3374455747128,3rd,25.5292361015241,4th,36.1567191084842,2nd,9.25647199693445,3rd,6.09888566072927,3rd,4290
AAED1,48.3958467304714,3rd,15.5707045220856,3rd,6.37738731325941,2nd,5.65521435764061,3rd,7.76452578078949,2nd,5.77190425515281,2nd,,,,,0.735643209775713,3rd,5.86565794772852,1st,4.83870967741936,1st,5.13671210186967,1st,9.35364175203672,1st,9.67774616043025,2nd,,,,,7.76452578078949,1st,5.77190425515281,1st,680
AAGAB,34.7434251423331,2nd,11.6582768092034,2nd,,,,,14.2418558511038,5th,7.93970578665048,5th,14.8274065955961,5th,7.51687592916411,5th,3.53073015480296,5th,7.962842359701,5th,10.2150537634409,5th,5.67574540430462,5th,20.0143595207027,5th,14.2541483671971,5th,25.4863956703547,4th,79.9657294456826,5th,14.8274065955961,5th,7.93970578665048,5th,680
AAK1,79.9745089208209,5th,37.2448875285971,5th,5.37681121733959,1st,5.60086999043037,3rd,11.4744447409323,5th,6.60898813186766,5th,12.595283951076,5th,6.95060719071201,5th,1.70821331320971,5th,7.05660540416462,4th,8.60215053763441,5th,5.59754698678398,4th,15.3249151746904,4th,11.7166579222642,4th,37.4875699936903,5th,80.9083958805915,5th,12.595283951076,5th,6.95060719071201,4th,645
AAMDC,26.9742934647553,1st,10.7868554894451,2nd,,,,,12.2268393303204,5th,6.85586115911403,5th,10.3030484957032,4th,6.56700615992116,4th,1.74880907156325,5th,7.0109402954345,4th,8.06451612903226,4th,5.59146401134186,4th,19.5642761567159,5th,12.5381689338282,4th,25.5667080306459,4th,66.5115731839818,5th,12.2268393303204,5th,6.85586115911403,4th,645
AAMP,48.5163993904709,3rd,14.5401761086397,3rd,8.29218873737854,5th,5.83056773648358,4th,,,,,15.969586056417,5th,8.88334737420897,5th,3.83552553892095,5th,8.98904166898659,5th,9.94623655913978,5th,5.73054505793326,5th,21.4244926414436,5th,17.0076444883592,5th,20.0558541304166,2nd,109.226164765562,5th,15.969586056417,5th,8.88334737420897,5th,1714
AANAT,54.8821342185021,4th,20.5843804549026,5th,8.66969921483839,5th,6.34903977756659,5th,10.5008648132494,5th,7.20007303904299,5th,12.1723247312629,5th,7.35662377171951,5th,1.51752322787237,5th,7.56551141998406,5th,8.33333333333333,5th,5.64905268877807,5th,18.0166212075996,5th,13.8811411153697,5th,15.9912789852193,2nd,26.9297453972579,1st,12.1723247312629,5th,7.35662377171951,5th,544
AAR2,79.273652912646,5th,47.120545306732,5th,7.61817429702661,4th,6.39589600697186,5th,10.2588625885555,4th,7.78694722152771,5th,8.83710574880983,3rd,7.15176411876123,5th,1.39999674256216,4th,8.12362065754012,5th,6.98924731182796,4th,5.68505433260403,5th,14.6420412425478,4th,14.3544275831323,5th,31.497316391575,5th,125.201682955146,5th,10.2588625885555,4th,7.78694722152771,5th,1488
AARD,22.7930584953547,1st,10.3800095658736,1st,,,,,7.65877899165055,2nd,5.95449823689563,3rd,8.72039738317138,3rd,5.99921601251428,3rd,0.506554768275673,2nd,6.15760259125678,2nd,6.72043010752688,3rd,5.33041401749682,2nd,10.680559806984,2nd,9.83151880366688,2nd,21.9150126511416,3rd,35.6865710530637,2nd,8.72039738317138,2nd,5.99921601251428,2nd,132
AARS,15.8405904024265,1st,8.40452289781178,1st,,,,,10.026065881009,4th,6.16406458974122,4th,9.89784170387654,4th,6.26754718154164,3rd,0.847807744509665,3rd,6.47552177344133,4th,7.25806451612903,4th,5.47812904189048,3rd,18.1652029769522,5th,11.2058866152765,4th,19.7408769070747,2nd,63.0449340335415,5th,10.026065881009,4th,6.26754718154164,3rd,4290
AARS2,46.3172747959069,3rd,15.6261551829404,3rd,7.03317888922325,3rd,5.47705121044958,2nd,7.7963906167798,2nd,5.78161429335446,2nd,8.42365820207848,2nd,5.76769822282603,2nd,0.239582775850299,1st,5.90535342976728,1st,5.37634408602151,2nd,5.16517298364387,1st,12.275721043754,2nd,9.43350071661201,1st,16.3494193953648,2nd,31.0602279372395,1st,8.42365820207848,2nd,5.78161429335446,1st,987
AARSD1,25.9768957920419,1st,11.0175009092992,2nd,4.55230506781871,1st,5.33005007771297,1st,9.94971155643553,4th,6.57882861791272,4th,8.02219764546246,2nd,6.44369845390128,4th,1.59554887736353,5th,6.69326957907467,4th,6.72043010752688,3rd,5.53740762948894,4th,12.8374872201388,3rd,10.8775756594113,3rd,20.4141344013368,2nd,42.978267320682,3rd,9.94971155643553,4th,6.57882861791272,4th,987
AASDH,49.8749358512605,4th,16.3645239420397,4th,5.20594439084591,1st,5.06181651308831,1st,7.86799461910245,2nd,5.70358906758738,2nd,7.10820385927057,1st,5.65663131369047,1st,0.134647322083152,1st,5.82453601880417,1st,5.10752688172043,1st,5.10670415149576,1st,10.4302328639972,1st,9.06313041315028,1st,15.1159226713897,1st,30.5306424254073,1st,7.86799461910245,2nd,5.70358906758738,1st,987
AASDHPPT,46.2530400904945,3rd,15.7626127627676,3rd,5.46126038568241,1st,5.35919753241663,1st,7.50292428888717,2nd,5.54784828536722,1st,,,,,0,1st,5.66705215643243,1st,4.83870967741936,1st,4.9877724097465,1st,10.5529536411282,2nd,8.94539392197983,1st,21.4826061695841,3rd,32.6318352031356,2nd,7.50292428888717,1st,5.54784828536722,1st,1488
AASS,57.3039869911748,4th,18.7616274650959,4th,7.05518584081516,3rd,5.69464157458505,3rd,8.10454417202664,2nd,5.83762373297231,2nd,6.25679599757594,1st,5.57873017255096,1st,0.3865726028102,2nd,5.98609177247574,2nd,5.10752688172043,1st,5.22132207124786,2nd,11.0493151883012,2nd,9.4362643080664,1st,21.6307187300838,3rd,42.5869664468387,3rd,8.10454417202664,2nd,5.83762373297231,2nd,1064
AATF,47.7913462616887,3rd,15.6887685888683,3rd,8.15802307110789,5th,5.93572382448461,5th,8.26091010879356,3rd,6.0477982316319,3rd,7.34020486292956,1st,5.7344787430622,2nd,0.777336516700958,3rd,6.16346960603097,3rd,5.91397849462366,2nd,5.33383949240391,2nd,12.606392158974,3rd,9.98967095360087,2nd,21.8918495551326,3rd,34.3435024059612,2nd,8.26091010879356,2nd,6.0477982316319,3rd,1714
AATK,26.901507251878,1st,10.4104006795885,1st,,,,,9.18466732332069,4th,6.64338383757268,5th,10.9956463454235,4th,7.16350443990791,5th,1.84012475865833,5th,7.41799719122366,5th,8.06451612903226,4th,5.63667686041788,5th,18.9020995041239,5th,13.159849588589,5th,27.3240156317624,4th,66.0484257408729,5th,10.9956463454235,4th,7.16350443990791,5th,645
ABAT,63.3953375527037,5th,25.3072449655993,5th,8.35028895573776,5th,5.60964317060022,3rd,10.0487354862124,4th,6.0394720265172,3rd,8.67746695884263,3rd,5.93757253209648,2nd,0.750177088670531,3rd,6.19825182863382,3rd,6.45161290322581,3rd,5.353618166628,3rd,13.1811590512926,3rd,9.96028025994586,2nd,21.653741965318,3rd,45.191335969458,4th,10.0487354862124,4th,6.0394720265172,3rd,1064
ABCA1,72.2171209724145,5th,16.6424998636511,4th,8.76451162200076,5th,5.9236026527169,5th,10.3852171387211,5th,6.00691103556977,3rd,10.5551798427103,4th,6.65204408275721,4th,0.516249280695844,2nd,6.22188261095742,3rd,6.98924731182796,4th,5.5468460438917,4th,13.6097356116243,3rd,9.88238093283371,2nd,27.1241223090281,4th,43.3103264433401,3rd,10.5551798427103,4th,6.11983245788314,3rd,1488
ABCA10,33.1829780800314,2nd,12.3052932860619,2nd,,,,,10.5996560993243,5th,6.88260485328647,5th,7.57992730451831,2nd,5.69820735742154,1st,1.26831004370234,4th,7.05430058387341,4th,7.25806451612903,4th,5.59724696095845,4th,12.7205969258105,3rd,11.1075442093277,4th,32.7892318853266,5th,41.3971995785334,3rd,10.5996560993243,4th,6.88260485328647,4th,382
ABCA12,69.305872824468,5th,25.7920548249795,5th,7.05232866386076,3rd,5.67629960250195,3rd,7.79938047290043,2nd,5.74688399864324,2nd,7.73218535939984,2nd,5.79955903798254,2nd,0.472616085069635,2nd,5.92075227701006,1st,5.64516129032258,2nd,5.17606617714464,1st,7.53539711015467,1st,9.51543159080062,2nd,21.7293636103933,3rd,42.1675070279419,3rd,7.79938047290043,1st,5.79955903798254,1st,1064
ABCA13,67.4889613256018,5th,15.6764766883793,3rd,6.64513794686793,3rd,5.48797398676465,2nd,8.29957057415872,3rd,5.78777058612933,2nd,8.32166830562042,2nd,5.86580063540259,2nd,0.413639326449223,2nd,5.97146050098739,2nd,5.91397849462366,2nd,5.21133527586737,2nd,12.3150124120089,2nd,9.68931976588799,2nd,26.0449673292913,4th,36.9802406728566,2nd,8.32166830562042,2nd,5.86580063540259,2nd,1064
ABCA3,32.9518605648913,2nd,11.406690333305,2nd,4.2004147268853,1st,5.32462432230453,1st,9.69233481911683,4th,6.05522081703012,3rd,10.8126161180726,4th,6.31223201197116,4th,0,1st,5.61441206563013,1st,8.06451612903226,4th,4.94684572025936,1st,9.58514839279471,1st,8.6879180712197,1st,21.7420048727298,3rd,82.2652778568616,5th,10.8126161180726,4th,5.51858030811593,1st,1064
ABCA4,82.3572406479566,5th,21.5418894535259,5th,6.86136604092861,3rd,5.63740645620515,3rd,8.93460810685067,3rd,5.90484181189202,3rd,8.53007132102226,3rd,6.08147969642446,3rd,0.985460944923727,4th,6.22924188361427,3rd,6.18279569892473,3rd,5.37051941833489,3rd,13.8014475038199,3rd,10.0953574956604,3rd,22.0926358351213,3rd,33.0753948621124,2nd,8.93460810685067,3rd,6.08147969642446,3rd,1064
ABCA5,28.3917854144921,2nd,9.91963049548025,1st,,,,,10.5126948636493,5th,6.33580722839164,4th,5.97294130730079,1st,5.55150737063033,1st,0.735508098056327,3rd,6.42984536305267,3rd,6.98924731182796,4th,5.46181080838043,3rd,12.3158338065553,2nd,9.91245367501959,2nd,32.7892318853266,5th,39.2603030035972,3rd,10.5126948636493,4th,6.33580722839164,4th,1064
ABCA6,35.3138657947483,2nd,12.4751015312274,2nd,,,,,7.69402804506681,2nd,5.96317330788181,3rd,7.57992730451831,2nd,5.74781388812334,2nd,0.934453805313223,4th,6.11672128411897,2nd,5.10752688172043,1st,5.30594366374459,2nd,11.4328745426661,2nd,9.71384508161927,2nd,26.0813096136937,4th,36.3926785949288,2nd,7.69402804506681,1st,5.96317330788181,2nd,244
ABCA7,39.3348690064763,3rd,13.5573679220675,3rd,7.81482370823477,4th,5.9783177554218,5th,8.94361442551127,3rd,6.70152871521615,5th,10.5551081743921,4th,7.35923527092368,5th,1.84093740140851,5th,7.6243172819049,5th,7.25806451612903,4th,5.65350566633208,5th,16.694545746052,4th,14.5192592980258,5th,21.6255438814166,3rd,42.7102686944791,3rd,10.5551081743921,4th,7.35923527092368,5th,332
ABCA8,58.5885599213167,4th,19.9830486722967,4th,6.65779677526063,3rd,5.56723074400513,3rd,5.6588822826298,1st,5.45793482676806,1st,8.02154270371256,2nd,5.58332649983458,1st,0.463867354685166,2nd,5.74601422208783,1st,4.83870967741936,1st,5.04811532328658,1st,11.4293028490588,2nd,9.40451188619574,1st,21.5096530917238,3rd,31.1752789402731,1st,8.02154270371256,2nd,5.58332649983458,1st,244
ABCA9,61.9103478177006,5th,21.6707104234925,5th,6.97513710721314,3rd,5.70621304220962,4th,8.00479988287387,2nd,5.96317330788181,3rd,7.11447832775626,1st,5.70072777269845,1st,0.717219691309669,3rd,6.11672128411897,2nd,4.83870967741936,1st,5.30594366374459,2nd,11.0529217025292,2nd,9.37747243137598,1st,26.7850137227749,4th,37.6458499150151,3rd,8.00479988287387,2nd,5.96317330788181,2nd,244
ABCB1,64.052491284645,5th,24.1614617101713,5th,6.56953485238669,3rd,5.71193111452179,4th,8.42792375426404,3rd,6.43675701829365,4th,8.93869687718453,3rd,5.94040499189481,2nd,0.498713357466641,2nd,5.98845189527743,2nd,6.18279569892473,3rd,5.22292866717109,2nd,15.5793241923619,4th,9.45981357047556,1st,21.5018961979836,3rd,64.4692301638913,5th,8.93869687718453,3rd,5.91444996757418,2nd,382
ABCB10,15.797977729435,1st,7.53715735506551,1st,,,,,9.54425961952248,4th,6.25406723890049,4th,8.89598255950505,3rd,5.98869285317666,3rd,0.635057958886021,3rd,6.39994637796121,3rd,6.98924731182796,4th,5.45027712859227,3rd,14.9777204720898,4th,10.4857012855053,3rd,20.3599652474096,2nd,32.8328288228464,2nd,9.54425961952248,3rd,6.25406723890049,3rd,645
ABCB11,65.7476854981607,5th,26.1160459611688,5th,8.5268785902215,5th,5.73451616430535,4th,7.93486814131048,2nd,6.11376382528325,3rd,9.84507801517347,4th,6.86294441033894,4th,0.474193045940424,2nd,7.04643755214844,4th,6.72043010752688,3rd,5.59622469575525,4th,13.4905616300532,3rd,12.0828841139239,4th,27.0165370976534,4th,48.32038336744,4th,9.84507801517347,3rd,6.86294441033894,4th,645
ABCB4,38.8644154545404,3rd,12.5596829525866,2nd,8.15585280831422,5th,5.66647267844086,3rd,7.20099521985817,2nd,6.15279255366748,4th,7.96991284724226,2nd,6.05260462475204,3rd,1.2705605907362,4th,6.33886740180992,3rd,5.37634408602151,2nd,5.42440808199516,3rd,10.1641817519321,1st,10.203100923231,3rd,21.2033687534609,3rd,67.2992919899289,5th,8.15585280831422,2nd,6.15279255366748,3rd,645
ABCB5,83.5584512929547,5th,29.3889974607988,5th,6.37023591679215,2nd,5.54026023216892,2nd,8.52106867855503,3rd,5.9664281350574,3rd,8.96636672761303,3rd,5.95246208497995,2nd,0.958577657633651,4th,6.19702717220345,3rd,5.91397849462366,2nd,5.35292821485792,3rd,11.8317622526958,2nd,10.5160597007663,3rd,32.2780945460851,5th,63.808154155431,5th,8.96636672761303,3rd,5.9664281350574,2nd,4290
ABCB6,67.5697144927782,5th,27.0705070556001,5th,8.99978217377649,5th,6.04193711035789,5th,10.0042474704336,4th,8.45962829041987,5th,9.3277974089555,3rd,6.37177460331831,4th,1.51385450089343,5th,8.71979755243584,5th,7.25806451612903,4th,5.71729954460091,5th,20.4115884922309,5th,17.3336240146161,5th,32.2533499474689,5th,66.6874871096798,5th,10.0042474704336,4th,8.45962829041987,5th,1488
ABCB8,32.2465345100242,2nd,12.6598118654362,2nd,7.62985365840317,4th,5.71140644030592,4th,10.426004865889,5th,6.58424161749964,5th,8.11757825017313,2nd,6.18920275025786,3rd,1.2760962263633,4th,6.68181281308886,4th,6.98924731182796,4th,5.53489624124238,4th,13.3925923873068,3rd,11.275118959198,4th,15.9289871478333,2nd,44.5989434199343,4th,10.426004865889,4th,6.58424161749964,4th,1488
ABCB9,71.7049585943356,5th,29.5685649934674,5th,11.0219522944161,5th,6.95951805432435,5th,10.295910331205,4th,6.3895489799744,4th,14.3094559833799,5th,8.46089551165419,5th,2.90783433396673,5th,8.64028470605933,5th,9.94623655913978,5th,5.71319779797265,5th,18.6237714263506,5th,15.3498469703776,5th,40.9757250933839,5th,93.3438429422246,5th,14.3094559833799,5th,8.46089551165419,5th,1488
ABCC1,68.1136053044081,5th,24.4815995711733,5th,7.43474970837044,4th,5.53686639391337,2nd,10.230585575256,4th,6.76896637581632,5th,9.51159687625561,3rd,6.31041749555633,4th,0.496417444454011,2nd,5.95388417893441,2nd,6.72043010752688,3rd,5.19922375064179,2nd,15.9408813374686,4th,9.82616129518157,2nd,32.7971609154049,5th,41.7627845369995,3rd,10.230585575256,4th,5.83855667168522,2nd,1488
ABCC10,67.9845943483762,5th,12.9756030260344,2nd,8.97845000607068,5th,5.88466534629165,5th,9.07527758022542,4th,6.35786228226928,4th,11.1603868179559,4th,6.54939589586712,4th,1.26320735730743,4th,6.78160516897623,4th,8.60215053763441,5th,5.55516204816715,4th,15.7005556476514,4th,11.3140704686853,4th,21.5037359050981,3rd,55.828183593522,4th,11.1603868179559,4th,6.54939589586712,4th,4290
ABCC11,61.1021469097965,5th,21.8290568390817,5th,4.0758169666565,1st,5.11805321258913,1st,7.63101505626874,2nd,5.75150649729415,2nd,,,,,0.986860386747147,4th,5.85264933931995,1st,5.10752688172043,1st,5.12727136992979,1st,13.0819278573925,3rd,9.52885492852273,2nd,21.2979576713016,3rd,29.9669542290666,1st,7.63101505626874,1st,5.75150649729415,1st,4290
ABCC12,58.0295297792957,4th,21.4909848476433,5th,5.85879278787344,2nd,5.39309692869118,1st,7.70865683607192,2nd,5.55342610423112,1st,6.6429937769027,1st,5.52126860397771,1st,0.374757723990907,2nd,5.6772000965392,1st,5.37634408602151,2nd,4.9956206734356,1st,12.4480763806614,3rd,9.48606627411684,2nd,15.8869966398338,2nd,30.3429509869934,1st,7.70865683607192,1st,5.55342610423112,1st,810
ABCC2,34.9733610754738,2nd,12.5912524042761,2nd,10.6545062522282,5th,6.59423315369909,5th,9.37923027032806,4th,6.601821914949,5th,7.13138874578071,1st,6.1843780994608,3rd,1.49586590409343,4th,6.68147029111514,4th,7.25806451612903,4th,5.5348192715977,4th,14.538962162192,4th,11.5916295789614,4th,30.7623802956318,5th,57.918107512437,4th,10.6545062522282,4th,6.601821914949,4th,382
ABCC3,74.7788510844719,5th,34.859544440983,5th,7.44941782417313,4th,5.87661601205098,5th,8.91727870749681,3rd,5.88443330410687,2nd,8.65900630175486,3rd,6.1733049685911,3rd,0.51930260831058,2nd,6.02267519502844,2nd,6.18279569892473,3rd,5.24587234395134,2nd,12.373490918892,3rd,10.4563014597374,3rd,27.5524082769899,4th,37.8527618934404,3rd,8.91727870749681,3rd,5.87661601205098,2nd,382
ABCC4,71.0803713318306,5th,30.6905751583478,5th,7.75114034232863,4th,5.74143959919062,4th,8.92015499600275,3rd,5.89388295903752,3rd,8.24881139497775,2nd,6.58300038336222,4th,0.68373565410828,3rd,6.01035245251609,2nd,5.91397849462366,2nd,5.23767207831907,2nd,12.6959072411916,3rd,9.15434180481518,1st,26.9984412651001,4th,46.9596792767759,4th,8.92015499600275,3rd,5.89388295903752,2nd,1064
ABCC5,51.7903825457227,4th,16.7457824398195,4th,7.41247997294494,4th,5.74739809120848,4th,9.99374567286539,4th,5.75293524915356,2nd,11.0417842053265,4th,7.27793120068268,5th,3.08313143459218,5th,7.46321691921004,5th,7.79569892473118,4th,5.64065369692894,5th,19.9501402006333,5th,14.1778752530406,5th,31.4597583942841,5th,70.9412938020653,5th,11.0417842053265,4th,7.27793120068268,5th,454
ABCC6,44.2768947916761,3rd,10.4570820892992,1st,6.8662119209371,3rd,5.45903849269972,2nd,7.6796392501504,2nd,5.61716537295356,1st,7.77149782090619,2nd,5.76674243016932,2nd,0.496001260909625,2nd,5.8710062216829,1st,5.10752688172043,1st,5.14057237437397,1st,11.7845599777414,2nd,9.52654057345458,2nd,27.3065653104775,4th,35.4723321978869,2nd,7.77149782090619,1st,5.76674243016932,1st,424
ABCC8,34.8052029061105,2nd,12.0103442060502,2nd,4.80518213644555,1st,5.14264883414984,1st,8.51758559828788,3rd,6.051002350723,3rd,11.4298479354267,5th,7.67354605458983,5th,2.79612444523743,5th,8.004878536871,5th,7.52688172043011,4th,5.67827314219107,5th,13.7917961637066,3rd,14.4757223393974,5th,33.0212286351351,5th,64.7160568168836,5th,11.4298479354267,4th,7.67354605458983,5th,680
ABCC9,59.2791019848868,4th,20.0005572828924,4th,6.280956303799,2nd,5.67278583331573,3rd,7.85577976317308,2nd,5.83823720836243,2nd,8.31594071974248,2nd,5.90688133805043,2nd,1.00349293526863,4th,6.0119105236626,2nd,5.64516129032258,2nd,5.23871407287965,2nd,13.4942778422729,3rd,10.1235076006569,3rd,32.7572360434638,5th,45.5283484655879,4th,8.31594071974248,2nd,5.90688133805043,2nd,680
ABCD2,63.1400734536659,5th,22.1716095504742,5th,6.66329980040804,3rd,5.59672592652312,3rd,8.77785038327729,3rd,5.91821781386143,3rd,8.18793376258883,2nd,5.57830527579004,1st,0.280241652087352,1st,5.64810311662016,1st,5.37634408602151,2nd,4.97309033275378,1st,9.09286989424088,1st,8.65149027388321,1st,24.6705017028519,3rd,40.7788980280667,3rd,8.77785038327729,2nd,5.91821781386143,2nd,1064
ABCD3,58.430393038086,4th,20.3390336492286,4th,6.22782141264537,2nd,5.59110934704226,3rd,7.72086176511568,2nd,6.35381170354152,4th,8.33697665839951,2nd,6.7023159790162,4th,0.988427485448638,4th,6.84721455249363,4th,5.91397849462366,2nd,5.56673985200731,4th,11.8359958467629,2nd,12.2501362735754,4th,15.891321565331,2nd,27.6811318410607,1st,8.33697665839951,2nd,6.7023159790162,4th,1064
ABCD4,63.6869213100903,5th,25.8967540196064,5th,4.77564045566118,1st,5.18004469352978,1st,4.25271238596479,1st,5.09019811645836,1st,7.84746991444897,2nd,5.5905365046122,1st,0.437858841811844,2nd,5.68769770196459,1st,4.83870967741936,1st,5.00370817032667,1st,8.88602201321886,1st,9.07704900892404,1st,26.6893381942993,4th,48.0980022907141,4th,7.84746991444897,1st,5.5905365046122,1st,1064
ABCE1,34.3071020481606,2nd,12.2792470645386,2nd,,,,,10.2611162788322,4th,9.40623315860351,5th,11.9817156720341,5th,8.09858427009044,5th,1.83575877631,5th,9.98676382525875,5th,7.25806451612903,4th,5.76543750557022,5th,13.6543142088528,3rd,19.8679048786323,5th,31.944085498851,5th,159.416739970399,5th,11.9817156720341,5th,9.40623315860351,5th,4290
ABCF2,41.5808435088946,3rd,14.3411149862765,3rd,5.25838758995093,1st,5.34926371128273,1st,9.71026623234402,4th,6.21572918200182,4th,10.2541118951949,4th,6.60802872760256,4th,1.031960086948,4th,6.78756921030332,4th,7.52688172043011,4th,5.55626875851332,4th,14.1619669634287,3rd,11.5697425002809,4th,27.2604220133188,4th,78.1681775364986,5th,10.2541118951949,4th,6.60802872760256,4th,1488
ABCF3,48.7309409445902,3rd,17.5129580242923,4th,7.74733714357328,4th,5.87265400730437,5th,9.31945521671072,4th,6.12300887229264,4th,8.71479769857179,3rd,6.78426063032624,4th,1.27307643012418,4th,6.87998923414128,4th,6.18279569892473,3rd,5.57214824747447,4th,14.6586544995449,4th,11.9407447599139,4th,32.8231535024731,5th,47.8568410717995,4th,9.31945521671072,3rd,6.78426063032624,4th,4290
