gene,pn_ld_corrected,pn_ld_class5_corrected,pm_ld_corrected,pm_ld_class5_corrected,pn_ld_mafbin1,pn_ld_class5_mafbin1,pm_ld_mafbin1,pm_ld_class5_mafbin1,pn_ld_mafbin2,pn_ld_class5_mafbin2,pm_ld_mafbin2,pm_ld_class5_mafbin2,pn_ld_mafbin3,pn_ld_class5_mafbin3,pm_ld_mafbin3,pm_ld_class5_mafbin3,pn_ld_pnadjust,pn_ld_class5_pnadjust,pm_ld_pnadjust,pm_ld_class5_pnadjust,pn_ld_polygenicity,pn_ld_class5_polygenicity,pm_ld_polygenicity,pm_ld_class5_polygenicity,pn_ld_traitcut,pn_ld_class5_traitcut,pm_ld_traitcut,pm_ld_class5_traitcut,pn_ld_repro,pn_ld_class5_repro,pm_ld_repro,pm_ld_class5_repro,pn_ld_raw,pn_ld_class5_raw,pm_ld_raw,pm_ld_class5_raw,gene_age_num
ETV2,20.9643575610404,1st,8.82834467627792,1st,,,,,7.38726705858312,2nd,5.80996496152459,2nd,8.48799136073679,3rd,6.36973607264419,4th,0.485985241770331,2nd,6.55579922737415,4th,5.64516129032258,2nd,5.50315688210906,4th,11.7035688805226,2nd,10.5913470888907,3rd,27.214343267287,4th,56.8550980802099,4th,8.48799136073679,2nd,6.36973607264419,4th,168
ETV3,53.0740585915633,4th,17.9865040818441,4th,4.76324771618561,1st,5.28476954412443,1st,8.13667436634941,3rd,5.67060333964356,1st,6.46954689095186,1st,5.81331309890042,2nd,0.499949087279711,2nd,5.98976164484577,2nd,5.10752688172043,1st,5.22381259056276,2nd,11.8164827191914,2nd,10.0904696576435,3rd,21.0841428222154,3rd,34.8188702125922,2nd,8.13667436634941,2nd,5.81331309890042,2nd,424
ETV3L,45.0188335142964,3rd,15.9877543862671,3rd,6.19688458859899,2nd,5.36850718172176,1st,7.60108379206694,2nd,5.82521760906468,2nd,9.00881238187652,3rd,6.44684202796789,4th,1.22524392281078,4th,6.60296950963097,4th,5.91397849462366,2nd,5.51601973745145,4th,13.2721105542248,3rd,11.4585554326768,4th,27.4313749141933,4th,45.3603139583201,4th,9.00881238187652,3rd,6.44684202796789,4th,382
ETV4,17.9976547627469,1st,8.22715751515679,1st,6.9703746546877,3rd,5.47274078337485,2nd,8.49154390593318,3rd,5.7799019279619,2nd,9.31438367427719,3rd,5.81799822600267,2nd,0.149920863675338,1st,5.90960678808654,1st,5.91397849462366,2nd,5.16818721825779,1st,13.0160179000043,3rd,9.46410313086422,1st,14.5850972384666,1st,46.3100168935808,4th,9.31438367427719,3rd,5.81799822600267,2nd,987
ETV5,45.809860199671,3rd,16.1823365785888,3rd,5.59642205602187,2nd,5.44532026588246,2nd,12.0281673997331,5th,7.60677997230679,5th,9.72722295644296,4th,6.38470317608205,4th,2.08654004539846,5th,7.81895027019143,5th,8.60215053763441,5th,5.66685987613741,5th,21.2064900969268,5th,14.7387319411629,5th,38.066335396802,5th,70.3033000114366,5th,12.0281673997331,5th,7.60677997230679,5th,544
ETV6,64.1967893666875,5th,15.5606514988526,3rd,8.1655434666367,5th,5.85630238205567,4th,9.58632892233767,4th,6.20480378078028,4th,10.8657127861232,4th,6.0718253599957,3rd,1.28563393029163,4th,6.28353155410897,3rd,7.25806451612903,4th,5.69916065782494,5th,16.7233583528117,4th,10.3639027836026,3rd,22.0450616546514,3rd,55.4625620550264,4th,10.8657127861232,4th,6.16671045845306,3rd,645
ETV7,68.9009703299081,5th,25.2874762092736,5th,7.3478303719918,4th,5.80254624842163,4th,8.45564616145926,3rd,6.17774970614932,4th,8.74885926129405,3rd,6.0428965539666,3rd,1.08378589748146,4th,6.36721955616805,3rd,5.64516129032258,2nd,5.43680726339468,3rd,14.2588088510606,4th,11.294907382591,4th,38.5414532072752,5th,50.5279816271595,4th,8.74885926129405,2nd,6.17774970614932,3rd,645
EVA1A,56.4481622680995,4th,19.9194394386068,4th,8.99835946488169,5th,5.80817464012538,4th,7.60241902617548,2nd,5.84670911982672,2nd,6.68061486609824,1st,5.55026907548288,1st,0.768863927056839,3rd,5.91927735372889,1st,5.91397849462366,2nd,5.17502726323358,1st,11.885160872918,2nd,9.65388410630892,2nd,16.2856106064984,2nd,35.1090328284033,2nd,8.99835946488169,3rd,5.84670911982672,2nd,645
EVA1B,16.9356608659352,1st,7.7439168550936,1st,,,,,9.23542282630828,4th,6.35543107037883,4th,11.5733815670328,5th,6.9348587746929,5th,1.0395223983659,4th,7.1845090985516,5th,8.06451612903226,4th,5.61295705374293,4th,18.3629705915408,5th,12.2077290717002,4th,16.2767133095177,2nd,60.8912578261463,5th,11.5733815670328,5th,6.9348587746929,4th,645
EVA1C,36.3662054387139,2nd,13.1083827492728,3rd,4.885335983581,1st,5.30846725947096,1st,7.91028958434268,2nd,6.00861443405154,3rd,7.64475846521102,2nd,5.76394901375977,2nd,0,1st,6.18189460023058,3rd,5.37634408602151,2nd,5.34442155278667,3rd,12.7901034748535,3rd,9.84773261037683,2nd,21.4115891715557,3rd,39.3656416809451,3rd,7.91028958434268,2nd,6.00861443405154,2nd,382
EVC,59.4431507268043,4th,21.0365042746269,5th,6.60952577397251,3rd,5.62442284035374,3rd,7.75575100413631,2nd,5.8465673476975,2nd,8.4009154557525,2nd,5.88626685343836,2nd,0.783559545528148,3rd,6.05673866368517,2nd,4.56989247311828,1st,5.26818407888451,2nd,12.5206162391547,3rd,10.0523514940366,2nd,21.7478252326652,3rd,37.8499662332904,3rd,8.4009154557525,2nd,5.88626685343836,2nd,544
EVC2,74.5923767537488,5th,29.1145817584559,5th,5.7133634364721,2nd,5.70833077145884,4th,8.15503578948613,3rd,5.63789188268942,1st,7.7791328857442,2nd,5.69928685192764,1st,0.517769040984703,2nd,5.83513827853752,1st,5.37634408602151,2nd,5.11447213691437,1st,9.92594640858485,1st,9.37945897568737,1st,10.6537018264302,1st,39.8118757892908,3rd,8.51834638415588,2nd,5.70833077145884,1st,544
EVI2A,69.0499777832998,5th,30.9112099428007,5th,5.26190448654311,1st,5.20506980174754,1st,,,,,13.547841172071,5th,7.64170067244395,5th,2.72532886293,5th,7.75941940343714,5th,9.67741935483871,5th,5.6629462416248,5th,18.1267579012911,5th,13.6954143004403,5th,19.4365936537434,2nd,91.0297121230389,5th,13.547841172071,5th,7.64170067244395,5th,382
EVI2B,51.4035432960069,4th,18.8986904784322,4th,7.31527862184076,4th,5.7712810790099,4th,11.8576817025756,5th,6.93639926848357,5th,13.5575163950353,5th,7.64170067244395,5th,2.43484545889762,5th,7.75941940343714,5th,9.67741935483871,5th,5.6629462416248,5th,18.3311804982611,5th,13.6954143004403,5th,19.4365936537434,2nd,91.0297121230389,5th,13.5575163950353,5th,7.64170067244395,5th,244
EVI5,65.8441883834525,5th,26.7639320026427,5th,5.95991347984653,2nd,5.20436471279743,1st,11.0607358831717,5th,8.34034583366564,5th,11.7398769972228,5th,7.64472076849051,5th,1.94984457249445,5th,8.68706029503338,5th,7.79569892473118,4th,5.71557476863944,5th,16.2400893222867,4th,16.5226998938712,5th,28.1762469846052,4th,92.7909709542755,5th,11.7398769972228,5th,8.34034583366564,5th,4290
EVI5L,20.9883366943522,1st,8.87986362162909,1st,,,,,7.7336235036528,2nd,5.82633604006667,2nd,9.09229641686684,3rd,6.25837446344044,3rd,1.54958908512867,5th,6.49003857645146,4th,6.18279569892473,3rd,5.48297545918622,3rd,13.4114525630573,3rd,10.9741772206517,4th,21.8021557644095,3rd,59.0762776746852,5th,9.09229641686684,3rd,6.25837446344044,3rd,4290
EVL,45.6617112200868,3rd,15.7729333598405,3rd,6.68600322193645,3rd,5.69436950137412,3rd,10.2759372870472,4th,6.22884031581004,4th,10.4197410548736,4th,6.17394891970764,3rd,0.755041110568424,3rd,6.3708302464955,3rd,4.83870967741936,1st,5.43834127559438,3rd,14.5957978799823,4th,10.4248284345622,3rd,16.0517956666176,2nd,39.571606424996,3rd,10.4197410548736,4th,5.69436950137412,1st,950
EVPL,42.1076560077458,3rd,13.2270813764726,3rd,5.53418051056207,1st,5.44602558112545,2nd,8.0607118285824,2nd,5.60861497954006,1st,10.1940872897131,4th,6.1085608436636,3rd,0.469445397640251,2nd,6.25940090280276,3rd,7.25806451612903,4th,5.38632290016136,3rd,15.8799625710592,4th,10.3558898641312,3rd,21.4182164205763,3rd,34.8082862690877,2nd,10.1940872897131,4th,6.1085608436636,3rd,544
EVPLL,14.0565562384891,1st,7.39979123803452,1st,,,,,6.87157528564138,1st,5.61878728729709,1st,10.7620877503144,4th,6.93564759829339,5th,1.17956432705519,4th,7.14228817701844,5th,7.25806451612903,4th,5.60808124366528,4th,16.8514700300727,4th,12.6862325732922,5th,37.4133146807995,5th,63.3678596070701,5th,10.7620877503144,4th,6.93564759829339,4th,18
EVX1,60.282772234321,5th,21.3435633750142,5th,8.55849975392974,5th,7.20632628651097,5th,10.0287150342855,4th,7.63786351170446,5th,,,,,0.468320124123322,2nd,5.87254227509263,1st,5.91397849462366,2nd,5.14168417406549,1st,15.6039421046418,4th,9.13625617508189,1st,26.7528887786584,4th,33.3252071525921,2nd,10.0287150342855,4th,5.75402880638,1st,645
EVX2,15.1881735587877,1st,7.64017551105472,1st,,,,,8.46874602834161,3rd,6.10373283735691,3rd,9.72760518747365,4th,6.41383880348507,4th,1.03014051671248,4th,6.53899217171081,4th,5.64516129032258,2nd,5.49827282479475,4th,14.4801726418399,4th,11.5551679742964,4th,15.9313755395259,2nd,32.8844692820078,2nd,9.72760518747365,3rd,6.41383880348507,4th,645
EWSR1,53.6948882844429,4th,20.5244404457775,5th,7.93542715419287,4th,5.86785273460955,4th,9.7859744403587,4th,7.06427864294803,5th,10.566870232667,4th,6.58045732433297,4th,1.53982257887262,5th,7.19051449915049,5th,7.25806451612903,4th,5.61365236367706,5th,9.48150913526668,1st,13.1739507150248,5th,21.3378825432428,3rd,55.1746558171096,4th,10.566870232667,4th,7.06427864294803,5th,987
EXD1,37.6118364504007,2nd,12.2102747944291,2nd,3.19822297427616,1st,5.2355929454682,1st,7.77985324512011,2nd,6.47326060991575,4th,12.6088928485729,5th,7.80136620506266,5th,3.43451778978011,5th,8.02760463784141,5th,8.60215053763441,5th,5.6795942531971,5th,19.6895807380512,5th,15.003135828988,5th,31.3778752899068,5th,102.598042039106,5th,12.6088928485729,5th,7.80136620506266,5th,645
EXD2,40.9989613478583,3rd,15.5627115449963,3rd,7.49843785216446,4th,5.72721507351862,4th,9.52110965103188,4th,6.09595532500155,3rd,13.9961312806387,5th,7.50056420042061,5th,1.73482539084408,5th,7.64575723158653,5th,9.94623655913978,5th,5.65507980496693,5th,15.7818807085177,4th,12.8313100726015,5th,31.5552187523369,5th,38.0456245426814,3rd,13.9961312806387,5th,7.50056420042061,5th,1714
EXO1,61.3193267812312,5th,26.8329132340181,5th,7.14184717124809,3rd,5.73573077725839,4th,7.36009521018903,2nd,5.58710069909912,1st,8.5390048696701,3rd,5.84620086594205,2nd,0.264958137454674,1st,5.75406615686654,1st,4.83870967741936,1st,5.05419840722132,1st,9.57857723642328,1st,9.04034112197981,1st,16.2803819652256,2nd,69.9705711724884,5th,8.5390048696701,2nd,5.65417992966343,1st,4290
EXO5,45.6619998487782,3rd,15.3379929362249,3rd,8.3749369776348,5th,5.62788122097619,3rd,7.05724768499186,1st,5.70455704155009,2nd,7.7795606922647,2nd,5.85090318243279,2nd,0.385208664796253,2nd,5.96041070869847,2nd,4.83870967741936,1st,5.20373541874608,2nd,10.2826131120657,1st,9.67915902967553,2nd,20.5594282292984,2nd,29.5902357405305,1st,8.3749369776348,2nd,5.85090318243279,2nd,55
EXOC1,62.9635947897883,5th,21.6987180810161,5th,6.23120415726697,2nd,5.42993746592069,2nd,8.74933006880551,3rd,5.62318904835207,1st,6.52888825846631,1st,5.46214102365629,1st,0.208870994438646,1st,5.68338093326085,1st,5.64516129032258,2nd,5.00038228166682,1st,10.4147699122931,1st,9.17282324090222,1st,16.061919435008,2nd,32.4999452218115,2nd,8.74933006880551,2nd,5.62318904835207,1st,1488
EXOC2,64.5689191974954,5th,15.799115103293,3rd,8.49844170323276,5th,5.95314138917592,5th,8.57801632423978,3rd,6.92788366873007,5th,10.9295968233204,4th,9.59452128393884,5th,1.32726214689951,4th,9.7276545434731,5th,7.25806451612903,4th,5.75717656834469,5th,12.6137837359574,3rd,19.8148844380064,5th,38.2026351010927,5th,50.2832782605376,4th,10.9295968233204,4th,9.59452128393884,5th,1488
EXOC3,70.7860519982188,5th,26.4906187043155,5th,6.75980835776909,3rd,5.65968444870521,3rd,10.9408189802645,5th,6.26708659255758,4th,11.3727378415539,5th,6.60876752032182,4th,0.59239125585104,3rd,6.76792617664429,4th,8.60215053763441,5th,5.55258587748956,4th,15.155157643527,4th,11.4442344857799,4th,21.5500405800738,3rd,37.8151825459796,3rd,11.3727378415539,4th,6.60876752032182,4th,1488
EXOC3L1,46.8629061411116,3rd,17.4547461301013,4th,11.1732036877586,5th,7.70594539625504,5th,12.024183012348,5th,7.55290741363322,5th,10.4019412191181,4th,6.64042991722326,4th,2.66456902410047,5th,7.80282234622082,5th,8.06451612903226,4th,5.66581440910819,5th,20.6657473722648,5th,14.584926484316,5th,36.8884925026711,5th,40.6451660197529,3rd,12.024183012348,5th,7.70594539625504,5th,1488
EXOC3L2,34.9444497530845,2nd,12.7694009329465,2nd,6.12644418753092,2nd,5.67802591835177,3rd,6.22623037598013,1st,5.8606355432632,2nd,13.9230891340631,5th,9.84041300241086,5th,3.69651716557412,5th,9.88000705609043,5th,10.4838709677419,5th,5.76207394870566,5th,24.9133899931269,5th,19.5433507008735,5th,21.4921597363542,3rd,35.9021150907818,2nd,13.9230891340631,5th,9.84041300241086,5th,544
EXOC3L4,13.4877166357356,1st,8.93492424322454,1st,,,,,6.78576662264075,1st,9.12983173172777,5th,6.71669747539527,1st,6.60159235090633,4th,1.02999751525765,4th,9.20041898876974,5th,4.56989247311828,1st,5.73965118694849,5th,11.6663030871686,2nd,18.6036554659054,5th,16.2084827684638,2nd,38.4163769743871,3rd,6.78576662264075,1st,9.12983173172777,5th,544
EXOC4,51.6833341366716,4th,10.5880997149029,2nd,5.22544295129892,1st,5.35866128507011,1st,9.83104095168127,4th,6.13009468139406,4th,10.4781595594418,4th,6.46476453371695,4th,1.01789575818298,4th,6.58654085335293,4th,6.98924731182796,4th,5.51170865465307,4th,16.8173443223575,4th,11.8849209300842,4th,35.262535686122,5th,54.3030742680304,4th,10.4781595594418,4th,6.46476453371695,4th,1488
EXOC5,35.060818413249,2nd,12.3148934503656,2nd,5.05147049768089,1st,5.53619191802913,2nd,6.18991144678778,1st,5.38653923308536,1st,7.79908534554615,2nd,5.96585276435148,2nd,0.21865821125022,1st,6.14103537793118,2nd,5.37634408602151,2nd,5.32063448460753,2nd,11.0721247905661,2nd,9.10035730861887,1st,20.8372024865469,2nd,31.5808459869715,1st,7.79908534554615,1st,5.96585276435148,2nd,1488
EXOC6,67.7949663229244,5th,24.3235819235143,5th,8.66350707214123,5th,5.84987645583038,4th,8.70792011451825,3rd,6.15782221376583,4th,10.4263573278979,4th,7.19690059163761,5th,2.2980067627964,5th,7.35257464420969,5th,7.25806451612903,4th,5.63057424287709,5th,15.3823968435317,4th,12.9447626773944,5th,21.7190677056647,3rd,37.983041681905,3rd,10.4263573278979,4th,7.19690059163761,5th,1488
EXOC6B,62.5085626841074,5th,23.5092137017351,5th,7.02436846396587,3rd,5.64787602589996,3rd,9.70231142012766,4th,6.24314907695101,4th,9.06344422474207,3rd,5.76646869545626,2nd,0.229789641737145,1st,6.33795786684539,3rd,6.72043010752688,3rd,5.42400168475461,3rd,13.8154232647801,3rd,9.91249589636382,2nd,25.159541039677,4th,54.6437072183446,4th,9.70231142012766,3rd,5.7579418599877,1st,645
EXOC7,70.7995013317447,5th,29.9399416675831,5th,5.29329373713408,1st,5.46675739730944,2nd,8.65757293538978,3rd,6.36402793086348,4th,8.50777659446282,3rd,6.11421762706601,3rd,1.30003861476864,4th,6.58261198768318,4th,6.45161290322581,3rd,5.51064291969361,4th,12.7271361833646,3rd,10.9779577849202,4th,27.1522988758872,4th,37.8370126310941,3rd,8.65757293538978,2nd,6.36402793086348,4th,1488
EXOC8,12.9967851223238,1st,7.54062566618983,1st,,,,,,,,,11.0375296817211,4th,7.38335331248144,5th,2.68286038949791,5th,7.72641566178994,5th,8.06451612903226,4th,5.66075708825514,5th,14.4966135603738,4th,14.2196703785647,5th,18.5748576276739,2nd,31.1714624014136,1st,11.0375296817211,4th,7.38335331248144,5th,1488
EXOG,37.0695262505105,2nd,12.3598019453922,2nd,6.92907349012726,3rd,5.64868833311021,3rd,9.1384831573432,4th,6.37308541248641,4th,13.8615095116301,5th,7.35021658706292,5th,1.69477314889007,5th,7.38657179576749,5th,9.94623655913978,5th,5.63378712599532,5th,18.4587049692047,5th,13.0604984900689,5th,25.6984461219743,4th,39.165854568224,3rd,13.8615095116301,5th,7.35021658706292,5th,454
EXOSC1,50.6380963438862,4th,18.1295749664364,4th,6.4823957331654,3rd,5.37960938744773,1st,10.5461915339067,5th,6.71132758859476,5th,10.1962792385571,4th,6.40530953949229,4th,1.24597518889261,4th,6.8338823280363,4th,6.98924731182796,4th,5.5644742693404,4th,13.1460544028131,3rd,11.5863027997489,4th,15.4137830876019,1st,35.3755767080336,2nd,10.5461915339067,4th,6.71132758859476,4th,1714
EXOSC10,55.7608070295994,4th,19.2710100845021,4th,5.76169655030271,2nd,5.58390395525656,3rd,8.72906116670872,3rd,6.85548241699123,5th,9.94567791736725,4th,6.93176774840772,5th,2.49241883082689,5th,7.05700692288891,4th,5.91397849462366,2nd,5.59759917005454,4th,13.9619275320392,3rd,12.2986848389483,4th,25.343285822184,4th,91.2959461259731,5th,9.94567791736725,4th,6.93176774840772,4th,1714
EXOSC2,62.9932774376603,5th,26.6588257662324,5th,6.23497758700051,2nd,5.44840545326618,2nd,8.30335576305705,3rd,5.89304721772922,3rd,9.22480047984851,3rd,6.61888236317291,4th,0.981842515008202,4th,6.81110956578315,4th,5.91397849462366,2nd,5.56051560887026,4th,15.0021160665827,4th,11.6209223892444,4th,21.3663495901726,3rd,60.5947967228223,5th,9.22480047984851,3rd,6.61888236317291,4th,4290
EXOSC3,57.1492188572018,4th,19.2323947825601,4th,3.66032448391097,1st,4.95273053195574,1st,7.83916741811161,2nd,5.68609450578814,1st,6.52004806418712,1st,5.42188954083224,1st,0.269170380833147,1st,5.8044378441597,1st,4.83870967741936,1st,5.09186279278385,1st,11.1624912182786,2nd,9.2246281013807,1st,20.534350116527,2nd,33.7697220699237,2nd,7.83916741811161,1st,5.68609450578814,1st,4290
EXOSC4,57.8575246433839,4th,19.4858923701541,4th,5.06767451888323,1st,5.35119441997675,1st,10.9688699600292,5th,7.12220756530042,5th,,,,,2.29793575517745,5th,7.28879513585078,5th,7.25806451612903,4th,5.62426339337065,5th,15.3766710058198,4th,13.7445277454198,5th,20.8976761338607,2nd,47.0720372205664,4th,10.9688699600292,4th,7.12220756530042,5th,1714
EXOSC5,11.49833257842,1st,6.70141575660345,1st,,,,,,,,,10.9571545789386,4th,7.81409641246236,5th,1.51369374753386,5th,8.21535461173932,5th,7.52688172043011,4th,5.69023937903046,5th,14.1633934615701,3rd,14.233754566352,5th,26.42394699488,4th,145.47008903399,5th,10.9571545789386,4th,7.81409641246236,5th,4290
EXOSC6,12.2969821057759,1st,7.18397702751669,1st,,,,,10.026065881009,4th,6.16406458974122,4th,9.89784170387654,4th,6.24533677448699,3rd,0.843330319648264,3rd,6.44886980697948,3rd,7.25806451612903,4th,5.46880819248911,3rd,13.276024186184,3rd,11.2058866152765,4th,19.6920332211106,2nd,63.0449340335415,5th,10.026065881009,4th,6.24533677448699,3rd,1714
EXOSC7,23.3691141648465,1st,9.43121472222527,1st,,,,,7.46073553887489,2nd,5.75562288521858,2nd,6.37541184217446,1st,5.54778223810207,1st,0.199676494001895,1st,5.87168733990614,1st,4.83870967741936,1st,5.14106619092518,1st,11.282010060005,2nd,9.63443163258361,2nd,21.4679745808372,3rd,37.335445289326,3rd,7.46073553887489,1st,5.75562288521858,1st,1488
EXOSC8,19.5181344319197,1st,9.16410519407291,1st,5.33581804099272,1st,5.30337647367403,1st,7.5979447197274,2nd,5.9774952961901,3rd,7.13368433535386,1st,6.04297239424962,3rd,0.939847425702431,4th,6.21114240264625,3rd,4.83870967741936,1st,5.36071755274287,3rd,13.4504159945001,3rd,10.8738486983964,3rd,15.4248536058523,1st,33.5957851224714,2nd,7.5979447197274,1st,6.04297239424962,3rd,4290
EXOSC9,55.6628761586199,4th,20.8661271420653,5th,7.57741156099266,4th,6.00425076422753,5th,8.44326077437043,3rd,6.01799904117179,3rd,9.51141899270941,3rd,7.22229327432946,5th,1.4630120595102,4th,7.57726805183026,5th,6.98924731182796,4th,5.6499462457795,5th,13.9770884189131,3rd,13.9197653229365,5th,10.2678689828769,1st,104.620856387973,5th,9.51141899270941,3rd,7.22229327432946,5th,645
EXPH5,52.1491253726943,4th,17.8103477208765,4th,5.74161141133452,2nd,5.52830912885942,2nd,7.31882638914926,2nd,5.97346719172904,3rd,7.6018886806204,2nd,5.64530930104547,1st,0.502055646641815,2nd,6.12333205907193,2nd,4.56989247311828,1st,5.30996162169184,2nd,13.3008344653023,3rd,10.5159021304951,3rd,10.6246860949224,1st,33.5979865593714,2nd,7.6018886806204,1st,5.97346719172904,2nd,382
EXT1,60.4753389987596,5th,14.6235464998672,3rd,6.75132760677568,3rd,5.68711183689951,3rd,12.1128315730307,5th,6.3858890002086,4th,10.2861167627382,4th,6.15992492086334,3rd,0.510831004883391,2nd,6.52922872733661,4th,8.60215053763441,5th,5.49537773145731,4th,16.6535398163653,4th,10.861706609725,3rd,33.0678345487027,5th,39.490060221819,3rd,12.1128315730307,5th,6.3858890002086,4th,645
EXT2,27.3459768771513,1st,14.6355602406778,3rd,4.50046020639365,1st,5.28607557204427,1st,7.62957176301804,2nd,5.81718129638388,2nd,8.27697704405164,2nd,5.76608049583447,2nd,0.4740500444856,2nd,5.89218612151787,1st,5.37634408602151,2nd,5.15579398208403,1st,11.7560893093336,2nd,9.44957335406628,1st,26.5007090431959,4th,35.48044186896,2nd,8.27697704405164,2nd,5.81718129638388,2nd,987
EXTL1,20.4766709381591,1st,8.33733655161789,1st,,,,,8.30676497161693,3rd,6.06837372747021,3rd,9.45427545362142,3rd,5.99448173720211,3rd,0.761146779580965,3rd,6.21634460595496,3rd,5.91397849462366,2nd,5.36356034778064,3rd,13.1550728194808,3rd,10.6289457879948,3rd,15.7221223034019,1st,67.7074598172435,5th,9.45427545362142,3rd,6.06837372747021,3rd,987
EXTL2,23.7933853626736,1st,9.49445711084027,1st,,,,,9.62074074367979,4th,6.57717853139535,4th,10.0635638468141,4th,6.61723906325928,4th,1.25858791720813,4th,6.72528884670286,4th,6.72043010752688,3rd,5.54414022845912,4th,13.3952469899156,3rd,11.6505907034697,4th,27.1880709586693,4th,40.1063384518948,3rd,10.0635638468141,4th,6.61723906325928,4th,544
EXTL3,34.80925393486,2nd,11.6044181334622,2nd,,,,,11.5544372415743,5th,6.28942981948959,4th,11.7837508688536,5th,6.58760366893003,4th,0.99755689556802,4th,6.8023679387327,4th,8.87096774193548,5th,5.55894910195639,4th,15.0856829933014,4th,10.9078679954862,4th,21.6912784455666,3rd,59.3800612007744,5th,11.7837508688536,5th,6.58760366893003,4th,987
EYA1,43.3497636107958,3rd,14.8241702797197,3rd,8.75261835736394,5th,5.81402428618033,4th,10.2240494246312,4th,6.07558404260281,3rd,8.31342277282782,2nd,5.83032268232862,2nd,0.77210858075596,3rd,6.26396705756164,3rd,6.98924731182796,4th,5.58568082569174,4th,12.258663151183,2nd,12.0220279550707,4th,32.9442944504811,5th,49.5222766565601,4th,10.2240494246312,4th,6.07558404260281,3rd,950
EYA2,57.9351755519807,4th,17.3410184367332,4th,7.98653144299597,4th,5.79496520469143,4th,9.96111857820272,4th,6.08714006674783,3rd,12.3677631334475,5th,6.98962615592088,5th,0.254511141517047,1st,7.200814073254,5th,8.60215053763441,5th,5.61481045612315,5th,16.6820244863128,4th,12.8330596923748,5th,21.9730656311994,3rd,46.9398770339565,4th,12.3677631334475,5th,6.98962615592088,5th,950
EYA3,65.0743211383938,5th,24.0492282079199,5th,6.38265732359503,2nd,5.50722790852476,2nd,8.61420772326362,3rd,5.78878104355282,2nd,8.79488722977573,3rd,5.7791750245178,2nd,0.199096598447159,1st,5.91025712129874,1st,6.72043010752688,3rd,5.16864791213231,1st,14.2742817253379,4th,9.96568417837601,2nd,21.2608407733773,3rd,51.1651306081954,4th,8.79488722977573,2nd,5.78878104355282,1st,950
EYA4,69.8524241902143,5th,29.2738326508686,5th,7.57933227192188,4th,5.9633946342489,5th,9.27154255701387,4th,6.46583697222036,4th,12.0003457585868,5th,8.11569861768925,5th,1.7471570473346,5th,8.11190072032174,5th,8.33333333333333,5th,5.68442845072124,5th,14.5418888786827,4th,14.3699396305862,5th,26.9408293844089,4th,55.0824798771812,4th,12.0003457585868,5th,8.11569861768925,5th,950
EYS,74.1919642940834,5th,19.599821151795,4th,7.9812985540689,4th,5.63865495592845,3rd,8.27993125156806,3rd,5.87947096441306,2nd,9.46793433338616,3rd,6.07008291988686,3rd,0.677984036973546,3rd,6.19505715028762,3rd,6.18279569892473,3rd,5.35182951928589,3rd,12.3547565737707,3rd,9.57363838010873,2nd,35.5534304400958,5th,43.3330863624357,3rd,9.46793433338616,3rd,6.07008291988686,3rd,244
EZH1,33.8324793209236,2nd,11.8013245851766,2nd,3.61497277211974,1st,5.27412857052831,1st,6.68418872623519,1st,5.86817031686855,2nd,7.87216093733696,2nd,6.36118668397,4th,0.924417075618403,4th,6.52204692600289,4th,5.37634408602151,2nd,5.49319626071324,4th,13.9342323578208,3rd,11.4878919488072,4th,37.2466759469011,5th,93.9788935064235,5th,7.87216093733696,2nd,6.36118668397,4th,454
EZH2,35.9337698536982,2nd,13.0905351102708,2nd,7.37483021642208,4th,5.94719118106642,5th,10.9805959985901,5th,6.37461382003287,4th,11.6266013584738,5th,6.21165061080755,3rd,0.991212562058461,4th,6.51973423948874,4th,7.52688172043011,4th,5.49248181979596,4th,14.366756396798,4th,10.8855188875611,3rd,26.5319840641426,4th,53.2931892747756,4th,11.6266013584738,5th,6.37461382003287,4th,987
EZR,36.4020546429709,2nd,12.1917381820887,2nd,6.57067088800848,3rd,5.4966336864487,2nd,10.1049308001104,4th,6.29532222683629,4th,7.61382641905253,2nd,5.94269526606497,2nd,0.644103540566368,3rd,6.45968158064642,3rd,6.72043010752688,3rd,5.47265639386496,3rd,13.6836441974598,3rd,10.8517425638753,3rd,37.3046966513955,5th,48.1770022726633,4th,10.1049308001104,4th,6.29532222683629,3rd,950
F10,46.5941901267137,3rd,14.8182037822568,3rd,5.31909543340008,1st,5.48469611903434,2nd,10.9969315972642,5th,6.54907586218271,4th,6.89907901168846,1st,5.89118597941541,2nd,1.26115701231033,4th,6.7519135209547,4th,8.06451612903226,4th,5.54947510562157,4th,15.2678810632262,4th,12.041561209283,4th,32.8918466599359,5th,45.1371652759235,4th,10.9969315972642,4th,6.54907586218271,4th,950
F11,41.8944159810563,3rd,17.618816383352,4th,7.38007633731829,4th,5.54377893294891,2nd,8.07871968801572,2nd,5.84246517612525,2nd,7.04461715281661,1st,5.80409106889888,2nd,0.485078908411823,2nd,5.95571118395365,2nd,5.10752688172043,1st,5.20048650342816,2nd,12.2979146459162,2nd,8.723875178161,1st,21.6620260265938,3rd,36.6977411829097,2nd,8.07871968801572,2nd,5.84246517612525,2nd,454
