userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	qValue	size
1	4	ATAC_peaks	0	0.344167088821218	756	14	17	12	17	14.3	1760	980	785	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	1	47203
1	5	ATAC_peaks	0	0.207305196892748	1068	14	31	8	31	17.7	2253	668	292	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	1	127090
1	1	ATAC_peaks	0	0.264395702056301	752	14	27	13	27	18	1891	984	654	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	1	85631
1	2	ATAC_peaks	0	0.28272776438604	742	14	25	15	25	18	1846	994	699	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	1	48574
1	3	ATAC_peaks	0	0.25244479627063	750	14	29	14	29	19	1911	986	634	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	1	68236
2	5	ATAC_peaks	88.5164451722308	4.53966271050489	2289	1	1	4	4	2	1032	315	645	hESC ATAC peaks	NA	NA	NA	NA	NA	hESC.bed	1.88775886002859e-87	127090
2	3	ATAC_peaks	87.3935733073818	3.65570699967643	1927	2	5	8	8	5	734	677	943	IMR90 ATAC peaks	NA	NA	NA	NA	NA	IMR90.bed	1.25253072036479e-86	68236
2	1	ATAC_peaks	81.5266900037826	3.48197837304374	1906	3	7	9	9	6.33	737	698	940	GM12878 ATAC peaks	NA	NA	NA	NA	NA	GM12878.bed	6.14582841424901e-81	85631
2	2	ATAC_peaks	75.1447490475384	3.28595169082835	1862	5	9	11	11	8.33	726	742	951	HeLa ATAC peaks	NA	NA	NA	NA	NA	HeLa.bed	8.885311086331e-75	48574
2	4	ATAC_peaks	54.3499364765204	2.7151779409765	1776	8	15	12	15	11.7	740	828	937	K562 ATAC peaks	NA	NA	NA	NA	NA	K562.bed	3.07760375751251e-54	47203
